date,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
20170104,1,1,0,NEW,20161872,너의 이름은.,2017-01-04,1032712400,24.8,1032712400,100,1674169900,138028,138028,100,212267,555,2176
20170104,2,2,-1,OLD,20161725,마스터,2016-12-21,783759300,18.8,-251917800,-24.3,47400450065,102215,-33485,-24.7,5861777,870,3547
20170104,3,3,0,NEW,20161084,패신저스,2017-01-04,652157500,15.7,652157500,100,655365500,85044,85044,100,85445,524,2225
20170104,4,4,7,OLD,20150966,사랑하기 때문에,2017-01-04,334212300,8.0,315529500,1688.9,490275100,44941,43011,2228.5,63618,496,1942
20170104,5,5,-3,OLD,20162025,씽,2016-12-21,313220000,7.5,-188302100,-37.5,10472747889,44224,-26549,-37.5,1363989,533,1113
20170104,6,6,0,NEW,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,239802400,5.8,239802400,100,255303400,34965,34965,100,36987,458,825
20170104,7,7,-4,OLD,20167904,라라랜드,2016-12-07,201287700,4.8,-116187100,-36.6,21641983532,25457,-15628,-38,2584953,385,920
20170104,8,8,4,OLD,20151181,여교사,2017-01-04,152788900,3.7,139499400,1049.7,180671400,19575,17907,1073.6,23013,371,910
20170104,9,9,-5,OLD,20163183,로그 원: 스타워즈 스토리,2016-12-28,154758800,3.7,-138919500,-47.3,7605495194,17103,-18382,-51.8,872433,482,1278
20170104,10,10,-5,OLD,20144641,판도라,2016-12-07,92821100,2.2,-112620900,-54.8,35274050464,12620,-14985,-54.3,4480130,335,685
20170105,1,1,0,OLD,20161872,너의 이름은.,2017-01-04,1003477000,26.5,-29235400,-2.8,2677646900,132463,-5565,-4,344730,780,2771
20170105,2,2,0,OLD,20161725,마스터,2016-12-21,708836100,18.7,-74923200,-9.6,48109286165,92153,-10062,-9.8,5953930,854,3318
20170105,3,3,0,OLD,20161084,패신저스,2017-01-04,522148500,13.8,-130009000,-19.9,1177514000,67929,-17115,-20.1,153374,530,2193
20170105,4,4,1,OLD,20162025,씽,2016-12-21,293819600,7.8,-19400400,-6.2,10766567489,41738,-2486,-5.6,1405727,553,1127
20170105,5,5,-1,OLD,20150966,사랑하기 때문에,2017-01-04,268551700,7.1,-65660600,-19.6,758826800,36355,-8586,-19.1,99973,495,1848
20170105,6,6,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,238594000,6.3,-1208400,-0.5,493897400,34484,-481,-1.4,71471,478,878
20170105,7,7,0,OLD,20167904,라라랜드,2016-12-07,189576400,5.0,-11711300,-5.8,21831559932,24059,-1398,-5.5,2609012,388,917
20170105,8,8,0,OLD,20151181,여교사,2017-01-04,128918100,3.4,-23870800,-15.6,309589500,16513,-3062,-15.6,39526,381,884
20170105,9,9,0,OLD,20163183,로그 원: 스타워즈 스토리,2016-12-28,142000900,3.7,-12757900,-8.2,7747496094,15460,-1643,-9.6,887893,458,1149
20170105,10,10,0,OLD,20144641,판도라,2016-12-07,84874600,2.2,-7946500,-8.6,35358925064,11481,-1139,-9,4491611,322,642
20170106,1,1,0,OLD,20161872,너의 이름은.,2017-01-04,1430176183,30.7,426699183,42.5,4107823083,169402,36939,27.9,514132,907,3320
20170106,2,2,0,OLD,20161725,마스터,2016-12-21,906471400,19.4,197635300,27.9,49015757565,105141,12988,14.1,6059071,870,3258
20170106,3,3,0,OLD,20161084,패신저스,2017-01-04,623237647,13.4,101089147,19.4,1800751647,72707,4778,7,226081,567,2243
20170106,4,4,0,OLD,20162025,씽,2016-12-21,311574600,6.7,17755000,6,11078142089,40419,-1319,-3.2,1446146,566,1196
20170106,5,5,0,OLD,20150966,사랑하기 때문에,2017-01-04,282776370,6.1,14224670,5.3,1041603170,34492,-1863,-5.1,134465,507,1789
20170106,6,6,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,251587600,5.4,12993600,5.4,745485000,33216,-1268,-3.7,104687,498,956
20170106,7,7,0,OLD,20167904,라라랜드,2016-12-07,250921653,5.4,61345253,32.4,22082481585,28540,4481,18.6,2637552,390,922
20170106,8,8,1,OLD,20163183,로그 원: 스타워즈 스토리,2016-12-28,191462300,4.1,49461400,34.8,7938958394,18632,3172,20.5,906525,444,1056
20170106,9,9,-1,OLD,20151181,여교사,2017-01-04,128854930,2.8,-63170,0,438444430,14947,-1566,-9.5,54473,382,849
20170106,10,10,0,OLD,20144641,판도라,2016-12-07,94003800,2.0,9129200,10.8,35452928864,11450,-31,-0.3,4503061,310,598
20170107,1,1,0,OLD,20161872,너의 이름은.,2017-01-04,2828380459,30.7,1398204276,97.8,6936203542,335325,165923,97.9,849457,933,4061
20170107,2,2,0,OLD,20161725,마스터,2016-12-21,2035409200,22.1,1128937800,124.5,51051166765,236202,131061,124.7,6295273,883,3312
20170107,3,3,0,OLD,20161084,패신저스,2017-01-04,1268189171,13.8,644951524,103.5,3068940818,148502,75795,104.2,374583,603,2360
20170107,4,4,0,OLD,20162025,씽,2016-12-21,601160900,6.5,289586300,92.9,11679302989,74686,34267,84.8,1520832,573,1309
20170107,5,5,1,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,547675400,5.9,296087800,117.7,1293160400,69879,36663,110.4,174566,526,1176
20170107,6,6,-1,OLD,20150966,사랑하기 때문에,2017-01-04,476635370,5.2,193859000,68.6,1518238540,57846,23354,67.7,192311,534,1596
20170107,7,7,0,OLD,20167904,라라랜드,2016-12-07,432717029,4.7,181795376,72.5,22515198614,48729,20189,70.7,2686281,373,886
20170107,8,8,0,OLD,20163183,로그 원: 스타워즈 스토리,2016-12-28,407776700,4.4,216314400,113,8346735094,38850,20218,108.5,945375,433,937
20170107,9,9,1,OLD,20144641,판도라,2016-12-07,177307500,1.9,83303700,88.6,35630236364,21657,10207,89.1,4524718,304,555
20170107,10,10,-1,OLD,20151181,여교사,2017-01-04,161276530,1.8,32421600,25.2,599720960,18450,3503,23.4,72923,393,730
20170108,1,1,0,OLD,20161872,너의 이름은.,2017-01-04,2809088900,32.5,-19291559,-0.7,9745292442,333008,-2317,-0.7,1182465,947,4101
20170108,2,2,0,OLD,20161725,마스터,2016-12-21,1902552600,22.0,-132856600,-6.5,52953719365,220805,-15397,-6.5,6516078,865,3183
20170108,3,3,0,OLD,20161084,패신저스,2017-01-04,1107502600,12.8,-160686571,-12.7,4176443418,129810,-18692,-12.6,504393,608,2272
20170108,4,4,0,OLD,20162025,씽,2016-12-21,553849300,6.4,-47311600,-7.9,12233152289,68237,-6449,-8.6,1589069,575,1274
20170108,5,5,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,535436000,6.2,-12239400,-2.2,1828596400,67605,-2274,-3.3,242171,524,1163
20170108,6,6,0,OLD,20150966,사랑하기 때문에,2017-01-04,450612400,5.2,-26022970,-5.5,1968850940,53856,-3990,-6.9,246167,542,1533
20170108,7,7,0,OLD,20167904,라라랜드,2016-12-07,377343100,4.4,-55373929,-12.8,22892541714,42658,-6071,-12.5,2728939,387,889
20170108,8,8,0,OLD,20163183,로그 원: 스타워즈 스토리,2016-12-28,346352500,4.0,-61424200,-15.1,8693087594,33704,-5146,-13.2,979079,422,888
20170108,9,9,0,OLD,20144641,판도라,2016-12-07,172051100,2.0,-5256400,-3,35802287464,20971,-686,-3.2,4545689,297,539
20170108,10,10,0,OLD,20151181,여교사,2017-01-04,118774800,1.4,-42501730,-26.4,718495760,13516,-4934,-26.7,86439,379,666
20170109,1,1,0,OLD,20161872,너의 이름은.,2017-01-04,1178187800,41.2,-1630901100,-58.1,10923480242,154781,-178227,-53.5,1337246,801,3882
20170109,2,2,0,OLD,20161725,마스터,2016-12-21,499034500,17.4,-1403518100,-73.8,53452753865,65276,-155529,-70.4,6581354,781,2971
20170109,3,3,0,OLD,20161084,패신저스,2017-01-04,284265400,9.9,-823237200,-74.3,4460708818,36992,-92818,-71.5,541385,549,2192
20170109,4,4,0,OLD,20162025,씽,2016-12-21,151838200,5.3,-402011100,-72.6,12384990489,21302,-46935,-68.8,1610371,494,1137
20170109,5,5,2,OLD,20167904,라라랜드,2016-12-07,167658900,5.9,-209684200,-55.6,23060200614,21210,-21448,-50.3,2750149,401,920
20170109,6,6,0,OLD,20150966,사랑하기 때문에,2017-01-04,150380500,5.3,-300231900,-66.6,2119231440,20277,-33579,-62.3,266444,494,1530
20170109,7,7,-2,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,120724000,4.2,-414712000,-77.5,1949320400,17324,-50281,-74.4,259495,433,949
20170109,8,8,0,OLD,20163183,로그 원: 스타워즈 스토리,2016-12-28,90907800,3.2,-255444700,-73.8,8783995394,9818,-23886,-70.9,988897,406,873
20170109,9,9,1,OLD,20151181,여교사,2017-01-04,63408000,2.2,-55366800,-46.6,781903760,8165,-5351,-39.6,94604,369,750
20170109,10,10,-1,OLD,20144641,판도라,2016-12-07,49099800,1.7,-122951300,-71.5,35851387264,6682,-14289,-68.1,4552371,295,539
20170110,1,1,0,OLD,20161872,너의 이름은.,2017-01-04,1141832500,38.4,-36355300,-3.1,12065312742,150768,-4013,-2.6,1488014,805,3900
20170110,2,2,0,OLD,20161725,마스터,2016-12-21,472477800,15.9,-26556700,-5.3,53925231665,62575,-2701,-4.1,6643929,813,2956
20170110,3,3,0,OLD,20161084,패신저스,2017-01-04,252569600,8.5,-31695800,-11.2,4713278418,33095,-3897,-10.5,574480,550,2140
20170110,4,4,1,OLD,20167904,라라랜드,2016-12-07,211839700,7.1,44180800,26.4,23272040314,27160,5950,28.1,2777309,403,927
20170110,5,5,-1,OLD,20162025,씽,2016-12-21,177040800,5.9,25202600,16.6,12562031289,25162,3860,18.1,1635533,500,1142
20170110,6,6,1,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,149170200,5.0,28446200,23.6,2098490600,21843,4519,26.1,281338,460,967
20170110,7,7,-1,OLD,20150966,사랑하기 때문에,2017-01-04,149426000,5.0,-954500,-0.6,2268657440,20444,167,0.8,286888,498,1501
20170110,8,8,0,OLD,20163183,로그 원: 스타워즈 스토리,2016-12-28,100255100,3.4,9347300,10.3,8884250494,10621,803,8.2,999518,399,854
20170110,9,9,0,OLD,20151181,여교사,2017-01-04,64188500,2.2,780500,1.2,846092260,8330,165,2,102934,375,739
20170110,10,10,0,OLD,20144641,판도라,2016-12-07,50113000,1.7,1013200,2.1,35901500264,6870,188,2.8,4559241,294,533
20170111,1,1,0,OLD,20161872,너의 이름은.,2017-01-04,1062600700,33.4,-79231800,-6.9,13127913442,140350,-10418,-6.9,1628364,740,3782
20170111,2,2,0,NEW,20164421,어쌔신 크리드,2017-01-11,464929400,14.6,464929400,100,475010400,60843,60843,100,61857,540,2382
20170111,3,3,-1,OLD,20161725,마스터,2016-12-21,415251100,13.0,-57226700,-12.1,54340482765,54588,-7987,-12.8,6698517,653,2302
20170111,4,4,0,NEW,20168381,얼라이드,2017-01-11,330131300,10.4,330131300,100,364026300,43776,43776,100,47724,488,2096
20170111,5,5,-1,OLD,20167904,라라랜드,2016-12-07,171456300,5.4,-40383400,-19.1,23443496614,21988,-5172,-19,2799297,309,673
20170111,6,6,-1,OLD,20162025,씽,2016-12-21,131201200,4.1,-45839600,-25.9,12693232489,19209,-5953,-23.7,1654742,381,771
20170111,7,7,-4,OLD,20161084,패신저스,2017-01-04,132942900,4.2,-119626700,-47.4,4846221318,17473,-15622,-47.2,591953,436,1343
20170111,8,8,-2,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,102046800,3.2,-47123400,-31.6,2200537400,15370,-6473,-29.6,296708,361,700
20170111,9,9,-2,OLD,20150966,사랑하기 때문에,2017-01-04,64180000,2.0,-85246000,-57,2332837440,8989,-11455,-56,295877,324,688
20170111,10,10,10,OLD,20168324,반지의 제왕 : 반지원정대 (확장판),2017-01-11,66408900,2.1,57417400,638.6,75400400,5099,4346,577.2,5852,69,143
20170112,1,1,0,OLD,20161872,너의 이름은.,2017-01-04,921887800,29.0,-140712900,-13.2,14049801242,121478,-18872,-13.4,1749842,714,3356
20170112,2,2,10,OLD,20165443,모아나,2017-01-12,612702800,19.3,581658800,1873.7,653458800,84797,80906,2079.3,89880,756,3141
20170112,3,3,0,OLD,20161725,마스터,2016-12-21,347972100,11.0,-67279000,-16.2,54688454865,46126,-8462,-15.5,6744643,566,1824
20170112,4,4,0,OLD,20168381,얼라이드,2017-01-11,328213200,10.3,-1918100,-0.6,692239500,43512,-264,-0.6,91236,496,1975
20170112,5,5,-3,OLD,20164421,어쌔신 크리드,2017-01-11,315927100,10.0,-149002300,-32,790937500,41410,-19433,-31.9,103267,557,2227
20170112,6,6,-1,OLD,20167904,라라랜드,2016-12-07,135602300,4.3,-35854000,-20.9,23579098914,17385,-4603,-20.9,2816682,262,502
20170112,7,7,0,OLD,20161084,패신저스,2017-01-04,84264900,2.7,-48678000,-36.6,4930486218,11093,-6380,-36.5,603046,397,892
20170112,8,8,-2,OLD,20162025,씽,2016-12-21,63429900,2.0,-67771300,-51.7,12756662389,9271,-9938,-51.7,1664013,279,417
20170112,9,9,-1,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,58752400,1.9,-43294400,-42.4,2259289800,9076,-6294,-40.9,305784,296,430
20170112,10,10,-1,OLD,20150966,사랑하기 때문에,2017-01-04,49425300,1.6,-14754700,-23,2382262740,6741,-2248,-25,302618,250,458
20170113,1,1,0,OLD,20161872,너의 이름은.,2017-01-04,1246387707,31.9,324499907,35.2,15296188949,148996,27518,22.7,1898838,759,3585
20170113,2,2,0,OLD,20165443,모아나,2017-01-12,674187693,17.2,61484893,10,1327646493,84390,-407,-0.5,174270,795,3204
20170113,3,3,0,OLD,20161725,마스터,2016-12-21,452878300,11.6,104906200,30.1,55141333165,52717,6591,14.3,6797360,576,1909
20170113,4,4,0,OLD,20168381,얼라이드,2017-01-11,440754449,11.3,112541249,34.3,1132993949,51445,7933,18.2,142681,528,2004
20170113,5,5,0,OLD,20164421,어쌔신 크리드,2017-01-11,369226751,9.4,53299651,16.9,1160164251,43150,1740,4.2,146417,560,2206
20170113,6,6,0,OLD,20167904,라라랜드,2016-12-07,190298607,4.9,54696307,40.3,23769397521,21825,4440,25.5,2838507,305,596
20170113,7,7,0,OLD,20161084,패신저스,2017-01-04,107583000,2.7,23318100,27.7,5038069218,12752,1659,15,615798,394,856
20170113,8,8,0,OLD,20162025,씽,2016-12-21,65655300,1.7,2225400,3.5,12822317689,8708,-563,-6.1,1672721,273,424
20170113,9,9,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,55050000,1.4,-3702400,-6.3,2314339800,7863,-1213,-13.4,313647,300,430
20170113,10,10,0,OLD,20150966,사랑하기 때문에,2017-01-04,50090200,1.3,664900,1.3,2432352940,6433,-308,-4.6,309051,261,463
20170114,1,1,0,OLD,20161872,너의 이름은.,2017-01-04,2462539601,29.2,1216151894,97.6,17758728550,292247,143251,96.1,2191085,845,4049
20170114,2,2,0,OLD,20165443,모아나,2017-01-12,1994310699,23.7,1320123006,195.8,3321957192,243738,159348,188.8,418008,912,3600
20170114,3,3,0,OLD,20161725,마스터,2016-12-21,1037767200,12.3,584888900,129.1,56179100365,120452,67735,128.5,6917812,647,1999
20170114,4,4,0,OLD,20168381,얼라이드,2017-01-11,878948030,10.4,438193581,99.4,2011941979,101641,50196,97.6,244322,540,1924
20170114,5,5,0,OLD,20164421,어쌔신 크리드,2017-01-11,739370170,8.8,370143419,100.2,1899534421,86748,43598,101,233165,566,2085
20170114,6,6,0,OLD,20167904,라라랜드,2016-12-07,398593901,4.7,208295294,109.5,24167991422,45303,23478,107.6,2883810,360,729
20170114,7,7,0,OLD,20161084,패신저스,2017-01-04,184278200,2.2,76695200,71.3,5222347418,21708,8956,70.2,637506,368,717
20170114,8,8,0,OLD,20162025,씽,2016-12-21,153400000,1.8,87744700,133.6,12975717689,19241,10533,121,1691962,286,463
20170114,9,9,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,129026400,1.5,73976400,134.4,2443366200,16679,8816,112.1,330326,311,484
20170114,10,10,0,OLD,20150966,사랑하기 때문에,2017-01-04,86948300,1.0,36858100,73.6,2519301240,10814,4381,68.1,319865,248,432
20170115,1,1,0,OLD,20161872,너의 이름은.,2017-01-04,2472059900,30.5,9520299,0.4,20230788450,298280,6033,2.1,2489365,842,3983
20170115,2,2,0,OLD,20165443,모아나,2017-01-12,2089628500,25.8,95317801,4.8,5411585692,255212,11474,4.7,673220,953,3569
20170115,3,3,0,OLD,20161725,마스터,2016-12-21,956852300,11.8,-80914900,-7.8,57135952665,110882,-9570,-7.9,7028694,634,1932
20170115,4,4,0,OLD,20168381,얼라이드,2017-01-11,810222400,10.0,-68725630,-7.8,2822164379,93567,-8074,-7.9,337889,546,1898
20170115,5,5,0,OLD,20164421,어쌔신 크리드,2017-01-11,610980500,7.5,-128389670,-17.4,2510514921,72067,-14681,-16.9,305232,551,1944
20170115,6,6,0,OLD,20167904,라라랜드,2016-12-07,355169700,4.4,-43424201,-10.9,24523161122,40288,-5015,-11.1,2924098,358,733
20170115,7,7,1,OLD,20162025,씽,2016-12-21,146446500,1.8,-6953500,-4.5,13122164189,18093,-1148,-6,1710055,280,456
20170115,8,8,-1,OLD,20161084,패신저스,2017-01-04,146595900,1.8,-37682300,-20.4,5368943318,17377,-4331,-20,654883,355,673
20170115,9,9,0,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,123683000,1.5,-5343400,-4.1,2567049200,15766,-913,-5.5,346092,307,470
20170115,10,10,0,OLD,20150966,사랑하기 때문에,2017-01-04,77488500,1.0,-9459800,-10.9,2596789740,9683,-1131,-10.5,329548,238,401
20170116,1,1,0,OLD,20161872,너의 이름은.,2017-01-04,740590900,31.1,-1731469000,-70,20971379350,97566,-200714,-67.3,2586931,759,3685
20170116,2,2,0,OLD,20165443,모아나,2017-01-12,471774900,19.8,-1617853600,-77.4,5883360592,64650,-190562,-74.7,737870,780,3071
20170116,3,3,0,OLD,20161725,마스터,2016-12-21,282345100,11.9,-674507200,-70.5,57418297765,36976,-73906,-66.7,7065670,564,1830
20170116,4,4,0,OLD,20168381,얼라이드,2017-01-11,280917000,11.8,-529305400,-65.3,3103081379,36848,-56719,-60.6,374737,521,1971
20170116,5,5,0,OLD,20164421,어쌔신 크리드,2017-01-11,154042400,6.5,-456938100,-74.8,2664557321,20191,-51876,-72,325423,546,1885
20170116,6,6,0,OLD,20167904,라라랜드,2016-12-07,134242400,5.6,-220927300,-62.2,24657403522,17258,-23030,-57.2,2941356,347,740
20170116,7,7,1,OLD,20161084,패신저스,2017-01-04,43373100,1.8,-103222800,-70.4,5412316418,5778,-11599,-66.7,660661,345,668
20170116,8,8,2,OLD,20150966,사랑하기 때문에,2017-01-04,31321600,1.3,-46166900,-59.6,2628111340,4433,-5250,-54.2,333981,235,424
20170116,9,9,-2,OLD,20162025,씽,2016-12-21,31280800,1.3,-115165700,-78.6,13153444989,4431,-13662,-75.5,1714486,254,382
20170116,10,10,-1,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,19781500,0.8,-103901500,-84,2586830700,2962,-12804,-81.2,349054,256,345
20170117,1,1,0,OLD,20161872,너의 이름은.,2017-01-04,700870000,28.3,-39720900,-5.4,21672249350,93300,-4266,-4.4,2680231,788,3687
20170117,2,2,0,OLD,20165443,모아나,2017-01-12,547783700,22.1,76008800,16.1,6431144292,76621,11971,18.5,814491,802,3067
20170117,3,3,0,OLD,20161725,마스터,2016-12-21,271255000,11.0,-11090100,-3.9,57689552765,35948,-1028,-2.8,7101618,574,1845
20170117,4,4,0,OLD,20168381,얼라이드,2017-01-11,262659400,10.6,-18257600,-6.5,3365740779,34506,-2342,-6.4,409243,520,1951
20170117,5,5,1,OLD,20167904,라라랜드,2016-12-07,139514200,5.6,5271800,3.9,24796917722,17977,719,4.2,2959333,357,740
20170117,6,6,-1,OLD,20164421,어쌔신 크리드,2017-01-11,129960600,5.3,-24081800,-15.6,2794517921,16996,-3195,-15.8,342419,523,1800
20170117,7,7,2,OLD,20162025,씽,2016-12-21,43509100,1.8,12228300,39.1,13196954089,6390,1959,44.2,1720876,260,389
20170117,8,8,-1,OLD,20161084,패신저스,2017-01-04,41818000,1.7,-1555100,-3.6,5454134418,5624,-154,-2.7,666285,333,655
20170117,9,9,1,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,33634500,1.4,13853000,70,2620465200,5273,2311,78,354327,277,374
20170117,10,10,-2,OLD,20150966,사랑하기 때문에,2017-01-04,31703700,1.3,382100,1.2,2659815040,4607,174,3.9,338588,248,428
20170118,1,1,10,OLD,20151229,더 킹,2017-01-18,2197763200,45.7,2155148200,5057.3,2332147200,288966,285072,7320.8,302978,1125,5364
20170118,2,2,19,OLD,20151228,공조,2017-01-18,1145130100,23.8,1136429100,13060.9,1271631400,151845,150731,13530.6,166451,900,4126
20170118,3,3,-2,OLD,20161872,너의 이름은.,2017-01-04,435316300,9.1,-265553700,-37.9,22107565650,58068,-35232,-37.8,2738299,573,2060
20170118,4,4,35,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,334154700,7.0,332554700,20784.7,347570700,50159,49959,24979.5,51883,500,1249
20170118,5,5,-3,OLD,20165443,모아나,2017-01-12,336296600,7.0,-211487100,-38.6,6767440892,48075,-28546,-37.3,862566,593,1380
20170118,6,6,-2,OLD,20168381,얼라이드,2017-01-11,67761300,1.4,-194898100,-74.2,3433502079,8918,-25588,-74.2,418161,334,657
20170118,7,7,-2,OLD,20167904,라라랜드,2016-12-07,68492700,1.4,-71021500,-50.9,24865410422,8833,-9144,-50.9,2968166,225,392
20170118,8,8,-5,OLD,20161725,마스터,2016-12-21,44755700,0.9,-226499300,-83.5,57734308465,5932,-30016,-83.5,7107550,285,501
20170118,9,9,15,OLD,20168664,반지의 제왕 : 두개의 탑 (확장판),2017-01-18,41878600,0.9,31718600,312.2,52038600,3237,2403,288.1,4071,53,87
20170118,10,10,-1,OLD,20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,12757600,0.3,-20876900,-62.1,2633222800,2343,-2930,-55.6,356670,62,67
20170119,1,1,0,OLD,20151229,더 킹,2017-01-18,1810239800,43.2,-387523400,-17.6,4142387000,238039,-50927,-17.6,541017,1147,5395
20170119,2,2,0,OLD,20151228,공조,2017-01-18,1063411600,25.4,-81718500,-7.1,2335043000,141569,-10276,-6.8,308020,918,4157
20170119,3,3,0,OLD,20161872,너의 이름은.,2017-01-04,400685000,9.6,-34631300,-8,22508250650,53380,-4688,-8.1,2791679,601,2067
