date,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
20170301,3,3,-2,OLD,20170241,23 아이덴티티,2017-02-22,1018527000,11.5,136271700,15.4,10613225500,119402,2847,2.4,1316094,540,2169
20170301,4,4,-1,OLD,20166421,재심,2017-02-15,663812800,7.5,90765500,15.8,16796742737,80454,2591,3.3,2111160,545,1497
20170301,5,5,-1,OLD,20161744,트롤,2017-02-16,429686700,4.8,191076700,80.1,4338000200,55644,20368,57.7,589253,383,714
20170301,6,6,25,OLD,20158799,눈길,2017-03-01,291392500,3.3,287017500,6560.4,318570500,37284,36659,5865.4,41013,495,1278
20170301,7,7,-2,OLD,20150964,조작된 도시,2017-02-09,149143600,1.7,-82530700,-35.6,19701486787,18446,-13291,-41.9,2458570,258,409
20170301,8,8,1,OLD,20165927,문라이트,2017-02-22,110638200,1.2,35516600,47.3,563840900,13017,2750,26.8,71031,134,255
20170301,9,9,1,OLD,20166468,사일런스,2017-02-28,94744600,1.1,42352400,80.8,173463500,11917,4887,69.5,21977,338,552
20170301,10,10,-3,OLD,20166101,존 윅 - 리로드,2017-02-22,98326400,1.1,-8149900,-7.7,1783376700,11417,-2378,-17.2,220625,165,404
20170302,1,1,1,OLD,20161827,로건,2017-03-01,717483800,32.4,-1561099700,-68.5,3796164800,91603,-164652,-64.3,446883,817,3587
20170302,2,2,-1,OLD,20150971,해빙,2017-03-01,655762600,29.6,-2564648900,-79.6,3901843100,87354,-298774,-77.4,476506,802,3755
20170302,3,3,0,OLD,20170241,23 아이덴티티,2017-02-22,247391100,11.2,-771135900,-75.7,10860616600,32123,-87279,-73.1,1348217,505,1981
20170302,4,4,0,OLD,20166421,재심,2017-02-15,163100700,7.4,-500712100,-75.4,16959843437,22108,-58346,-72.5,2133268,497,1435
20170302,5,5,1,OLD,20158799,눈길,2017-03-01,63344700,2.9,-228047800,-78.3,381915200,9072,-28212,-75.7,50085,438,1086
20170302,6,6,2,OLD,20165927,문라이트,2017-02-22,40089100,1.8,-70549100,-63.8,603930000,5381,-7636,-58.7,76412,141,268
20170302,7,7,-2,OLD,20161744,트롤,2017-02-16,38250100,1.7,-391436600,-91.1,4376250300,5369,-50275,-90.4,594622,250,372
20170302,8,8,1,OLD,20166468,사일런스,2017-02-28,36239400,1.6,-58505200,-61.8,209702900,5136,-6781,-56.9,27113,327,572
20170302,9,9,1,OLD,20166101,존 윅 - 리로드,2017-02-22,35080400,1.6,-63246000,-64.3,1818457100,4522,-6895,-60.4,225147,172,446
20170302,10,10,-3,OLD,20150964,조작된 도시,2017-02-09,29531400,1.3,-119612200,-80.2,19731018187,3996,-14450,-78.3,2462566,263,405
20170303,1,1,0,OLD,20161827,로건,2017-03-01,1058967148,37.2,341483348,47.6,4855131948,120875,29272,32,567758,852,3710
20170303,2,2,0,OLD,20150971,해빙,2017-03-01,770505348,27.1,114742748,17.5,4672348448,91277,3923,4.5,567783,850,3969
20170303,3,3,0,OLD,20170241,23 아이덴티티,2017-02-22,312842052,11.0,65450952,26.5,11173458652,36224,4101,12.8,1384441,499,2029
20170303,4,4,0,OLD,20166421,재심,2017-02-15,204515100,7.2,41414400,25.4,17164358537,24979,2871,13,2158247,506,1490
20170303,5,5,0,OLD,20158799,눈길,2017-03-01,63072100,2.2,-272600,-0.4,444987300,8157,-915,-10.1,58242,416,1034
20170303,6,6,0,OLD,20165927,문라이트,2017-02-22,54519000,1.9,14429900,36,658449000,6545,1164,21.6,82957,162,300
20170303,7,7,1,OLD,20166468,사일런스,2017-02-28,48776600,1.7,12537200,34.6,258479500,6131,995,19.4,33244,342,592
20170303,8,8,1,OLD,20166101,존 윅 - 리로드,2017-02-22,48766500,1.7,13686100,39,1867223600,5593,1071,23.7,230740,170,436
20170303,9,9,1,OLD,20150964,조작된 도시,2017-02-09,43770800,1.5,14239400,48.2,19774788987,5293,1297,32.5,2467859,264,429
20170303,10,10,3,OLD,20167904,라라랜드,2016-12-07,45927000,1.6,20509900,80.7,27909501528,5279,1912,56.8,3337447,137,199
20170304,1,1,0,OLD,20161827,로건,2017-03-01,2396326817,38.2,1337359669,126.3,7251458765,269110,148235,122.6,836868,926,4029
20170304,2,2,0,OLD,20150971,해빙,2017-03-01,1626236917,25.9,855731569,111.1,6298585365,191841,100564,110.2,759624,915,4396
20170304,3,3,0,OLD,20170241,23 아이덴티티,2017-02-22,669656283,10.7,356814231,114.1,11843114935,77733,41509,114.6,1462174,539,1970
20170304,4,4,0,OLD,20166421,재심,2017-02-15,482742100,7.7,278227000,136,17647100637,57437,32458,129.9,2215684,535,1509
20170304,5,5,7,OLD,20161744,트롤,2017-02-16,174559600,2.8,150649100,630.1,4574720400,22276,19318,653.1,619856,395,760
20170304,6,6,-1,OLD,20158799,눈길,2017-03-01,125814300,2.0,62742200,99.5,570801600,16090,7933,97.3,74332,450,920
20170304,7,7,3,OLD,20167904,라라랜드,2016-12-07,114154800,1.8,68227800,148.6,28023656328,13089,7810,147.9,3350536,165,253
20170304,8,8,1,OLD,20150964,조작된 도시,2017-02-09,104955000,1.7,61184200,139.8,19879743987,12629,7336,138.6,2480488,259,438
20170304,9,9,-3,OLD,20165927,문라이트,2017-02-22,99963900,1.6,45444900,83.4,758412900,11608,5063,77.4,94565,175,336
20170304,10,10,-2,OLD,20166101,존 윅 - 리로드,2017-02-22,83014500,1.3,34248000,70.2,1950238100,9410,3817,68.2,240150,178,385
20170305,1,1,0,OLD,20161827,로건,2017-03-01,2153128400,39.6,-243198417,-10.1,9404587165,242997,-26113,-9.7,1079865,954,4047
20170305,2,2,0,OLD,20150971,해빙,2017-03-01,1277909300,23.5,-348327617,-21.4,7576494665,150264,-41577,-21.7,909888,896,4145
20170305,3,3,0,OLD,20170241,23 아이덴티티,2017-02-22,561934400,10.3,-107721883,-16.1,12405049335,65168,-12565,-16.2,1527342,525,1885
20170305,4,4,0,OLD,20166421,재심,2017-02-15,431965100,7.9,-50777000,-10.5,18079065737,51240,-6197,-10.8,2266924,534,1476
20170305,5,5,0,OLD,20161744,트롤,2017-02-16,180860800,3.3,6301200,3.6,4755581200,22796,520,2.3,642652,389,763
20170305,6,6,0,OLD,20158799,눈길,2017-03-01,123051900,2.3,-2762400,-2.2,693853500,15389,-701,-4.4,89721,436,885
20170305,7,7,1,OLD,20150964,조작된 도시,2017-02-09,99962400,1.8,-4992600,-4.8,19979706387,11901,-728,-5.8,2492389,251,431
20170305,8,8,-1,OLD,20167904,라라랜드,2016-12-07,100091300,1.8,-14063500,-12.3,28123747628,11473,-1616,-12.3,3362009,162,256
20170305,9,9,0,OLD,20165927,문라이트,2017-02-22,96835300,1.8,-3128600,-3.1,855248200,10719,-889,-7.7,105284,180,346
20170305,10,10,1,OLD,20166468,사일런스,2017-02-28,66839600,1.2,-7244200,-9.8,399402900,8442,-834,-9,50962,301,455
20170306,1,1,0,OLD,20161827,로건,2017-03-01,681379000,43.8,-1471749400,-68.4,10085966165,87367,-155630,-64,1167232,886,3857
20170306,2,2,0,OLD,20150971,해빙,2017-03-01,301544100,19.4,-976365200,-76.4,7878038765,39765,-110499,-73.5,949653,766,3482
20170306,3,3,0,OLD,20170241,23 아이덴티티,2017-02-22,145155200,9.3,-416779200,-74.2,12550204535,18765,-46403,-71.2,1546107,469,1745
20170306,4,4,0,OLD,20166421,재심,2017-02-15,115002000,7.4,-316963100,-73.4,18194067737,15650,-35590,-69.5,2282574,492,1422
20170306,5,5,5,OLD,20166468,사일런스,2017-02-28,37643000,2.4,-29196600,-43.7,437045900,5482,-2960,-35.1,56444,321,498
20170306,6,6,0,OLD,20158799,눈길,2017-03-01,35772700,2.3,-87279200,-70.9,729626200,5189,-10200,-66.3,94910,419,873
20170306,7,7,2,OLD,20165927,문라이트,2017-02-22,35729800,2.3,-61105500,-63.1,890978000,4751,-5968,-55.7,110035,179,343
20170306,8,8,0,OLD,20167904,라라랜드,2016-12-07,33095100,2.1,-66996200,-66.9,28156842728,4388,-7085,-61.8,3366397,156,269
20170306,9,9,2,OLD,20166101,존 윅 - 리로드,2017-02-22,25878900,1.7,-41171600,-61.4,2043167500,3964,-3573,-47.4,251651,176,402
20170306,10,10,-3,OLD,20150964,조작된 도시,2017-02-09,27730300,1.8,-72232100,-72.3,20007436687,3820,-8081,-67.9,2496209,236,412
20170307,1,1,0,OLD,20161827,로건,2017-03-01,613191900,40.6,-68187100,-10,10699158065,78915,-8452,-9.7,1246147,877,3832
20170307,2,2,0,OLD,20150971,해빙,2017-03-01,257946900,17.1,-43597200,-14.5,8135985665,34330,-5435,-13.7,983983,770,3443
20170307,3,3,0,OLD,20170241,23 아이덴티티,2017-02-22,127320400,8.4,-17834800,-12.3,12677524935,16504,-2261,-12,1562611,470,1717
20170307,4,4,0,OLD,20166421,재심,2017-02-15,112129000,7.4,-2873000,-2.5,18306196737,15439,-211,-1.3,2298013,500,1415
20170307,5,5,1,OLD,20158799,눈길,2017-03-01,43960300,2.9,8187600,22.9,773586500,6355,1166,22.5,101265,422,876
20170307,6,6,2,OLD,20167904,라라랜드,2016-12-07,42911400,2.8,9816300,29.7,28199754128,6040,1652,37.6,3372437,175,291
20170307,7,7,0,OLD,20165927,문라이트,2017-02-22,40230400,2.7,4500600,12.6,931208400,5703,952,20,115738,191,357
20170307,8,8,13,OLD,20167363,히든 피겨스,2017-03-23,40640000,2.7,37094000,1046.1,79462600,5080,4686,1189.3,9671,24,24
20170307,9,9,-4,OLD,20166468,사일런스,2017-02-28,33177400,2.2,-4465600,-11.9,470223300,4793,-689,-12.6,61237,316,483
20170307,10,10,-1,OLD,20166101,존 윅 - 리로드,2017-02-22,25765000,1.7,-113900,-0.4,2068932500,3990,26,0.7,255641,174,407
20170308,1,1,16,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,743887100,39.5,736127100,9486.2,792942100,93804,92834,9570.5,98822,780,3927
20170308,2,2,-1,OLD,20161827,로건,2017-03-01,512820600,27.3,-100371300,-16.4,11211978665,66647,-12268,-15.5,1312794,822,3313
20170308,3,3,-1,OLD,20150971,해빙,2017-03-01,170273600,9.1,-87673300,-34,8306259265,22936,-11394,-33.2,1006919,570,2314
20170308,4,4,0,OLD,20166421,재심,2017-02-15,85839800,4.6,-26289200,-23.4,18392036537,11769,-3670,-23.8,2309782,435,1052
20170308,5,5,-2,OLD,20170241,23 아이덴티티,2017-02-22,87311100,4.6,-40009300,-31.4,12764836035,11348,-5156,-31.2,1573959,396,1132
20170308,6,6,0,OLD,20167904,라라랜드,2016-12-07,34450000,1.8,-8461400,-19.7,28234204128,4583,-1457,-24.1,3377020,166,296
20170308,7,7,0,OLD,20165927,문라이트,2017-02-22,30705000,1.6,-9525400,-23.7,961913400,4179,-1524,-26.7,119917,138,266
20170308,8,8,37,OLD,20168750,파도가 지나간 자리,2017-03-08,25687600,1.4,25039600,3864.1,39117100,3677,3569,3304.6,5166,228,459
20170308,9,9,-4,OLD,20158799,눈길,2017-03-01,22582500,1.2,-21377800,-48.6,796169000,3361,-2994,-47.1,104626,257,406
20170308,10,10,-1,OLD,20166468,사일런스,2017-02-28,16302100,0.9,-16875300,-50.9,486525400,2404,-2389,-49.8,63641,153,186
20170309,1,1,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,698423100,40.4,-45464000,-6.1,1491365200,89323,-4481,-4.8,188145,821,3960
20170309,2,2,0,OLD,20161827,로건,2017-03-01,448535400,25.9,-64285200,-12.5,11660514065,58148,-8499,-12.8,1370942,804,3213
20170309,3,3,0,OLD,20150971,해빙,2017-03-01,149543500,8.7,-20730100,-12.2,8455802765,20217,-2719,-11.9,1027136,542,2105
20170309,4,4,0,OLD,20166421,재심,2017-02-15,69909900,4.0,-15929900,-18.6,18461946437,9738,-2031,-17.3,2319520,386,880
20170309,5,5,0,OLD,20170241,23 아이덴티티,2017-02-22,72233000,4.2,-15078100,-17.3,12837069035,9442,-1906,-16.8,1583401,357,955
20170309,6,6,2,OLD,20168750,파도가 지나간 자리,2017-03-08,37340700,2.2,11653100,45.4,76457800,5284,1607,43.7,10450,266,530
20170309,7,7,-1,OLD,20167904,라라랜드,2016-12-07,34584000,2.0,134000,0.4,28268788128,4643,60,1.3,3381663,160,269
20170309,8,8,0,NEW,20170761,걸 온 더 트레인,2017-03-09,29506200,1.7,29506200,100,36898200,4046,4046,100,5396,331,692
20170309,9,9,-2,OLD,20165927,문라이트,2017-02-22,27292900,1.6,-3412100,-11.1,989206300,3655,-524,-12.5,123572,121,229
20170309,10,10,13,OLD,20170509,극장판 소드 아트 온라인 -오디널 스케일-,2017-02-23,18175500,1.1,13727500,308.6,719340000,2507,1926,331.5,94173,54,84
20170310,1,1,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,1056097973,42.9,357674873,51.2,2547463173,120878,31555,35.3,309023,846,4187
20170310,2,2,0,OLD,20161827,로건,2017-03-01,687272527,27.9,238737127,53.2,12347786592,78974,20826,35.8,1449916,831,3365
20170310,3,3,0,OLD,20150971,해빙,2017-03-01,192190727,7.8,42647227,28.5,8647993492,22843,2626,13,1049979,536,2094
20170310,4,4,1,OLD,20170241,23 아이덴티티,2017-02-22,102518200,4.2,30285200,41.9,12939587235,11908,2466,26.1,1595309,361,941
20170310,5,5,-1,OLD,20166421,재심,2017-02-15,91000800,3.7,21090900,30.2,18552947237,11066,1328,13.6,2330586,392,913
20170310,6,6,1,OLD,20167904,라라랜드,2016-12-07,51485468,2.1,16901468,48.9,28320273596,5982,1339,28.8,3387645,168,293
20170310,7,7,-1,OLD,20168750,파도가 지나간 자리,2017-03-08,48038400,1.9,10697700,28.6,124496200,5946,662,12.5,16396,266,536
20170310,8,8,0,OLD,20170761,걸 온 더 트레인,2017-03-09,37217200,1.5,7711000,26.1,74115400,4496,450,11.1,9892,320,684
20170310,9,9,0,OLD,20165927,문라이트,2017-02-22,33205932,1.3,5913032,21.7,1022412232,3956,301,8.2,127528,134,243
20170310,10,10,2,OLD,20166468,사일런스,2017-02-28,16130400,0.7,1704100,11.8,517082100,2234,68,3.1,68041,124,141
20170311,1,1,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,3132944270,49.7,2076846297,196.7,5680407443,365391,244513,202.3,674414,984,4949
20170311,2,2,0,OLD,20161827,로건,2017-03-01,1549437630,24.6,862165103,125.4,13897224222,175967,96993,122.8,1625883,899,3633
20170311,3,3,0,OLD,20150971,해빙,2017-03-01,421625230,6.7,229434503,119.4,9069618722,50276,27433,120.1,1100255,544,2035
20170311,4,4,0,OLD,20170241,23 아이덴티티,2017-02-22,243145400,3.9,140627200,137.2,13182732635,28415,16507,138.6,1623724,400,993
20170311,5,5,0,OLD,20166421,재심,2017-02-15,211736400,3.4,120735600,132.7,18764683637,25431,14365,129.8,2356017,420,933
20170311,6,6,0,OLD,20167904,라라랜드,2016-12-07,119028337,1.9,67542869,131.2,28439301933,13709,7727,129.2,3401354,197,346
20170311,7,7,0,OLD,20168750,파도가 지나간 자리,2017-03-08,94421900,1.5,46383500,96.6,218918100,11374,5428,91.3,27770,275,473
20170311,8,8,11,OLD,20161744,트롤,2017-02-16,80497900,1.3,75144200,1403.6,4864400800,10297,9588,1352.3,656817,254,395
20170311,9,9,0,OLD,20165927,문라이트,2017-02-22,61744363,1.0,28538431,85.9,1084156595,7147,3191,80.7,134675,139,256
20170311,10,10,-2,OLD,20170761,걸 온 더 트레인,2017-03-09,48856300,0.8,11639100,31.3,122971700,5758,1262,28.1,15650,306,545
20170312,1,1,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,2881542800,51.2,-251401470,-8,8561950243,336936,-28455,-7.8,1011350,984,4886
20170312,2,2,0,OLD,20161827,로건,2017-03-01,1276600700,22.7,-272836930,-17.6,15173824922,145438,-30529,-17.3,1771321,880,3520
20170312,3,3,0,OLD,20150971,해빙,2017-03-01,352415600,6.3,-69209630,-16.4,9422034322,41939,-8337,-16.6,1142194,532,1912
20170312,4,4,1,OLD,20166421,재심,2017-02-15,208081200,3.7,-3655200,-1.7,18972764837,25144,-287,-1.1,2381161,414,906
20170312,5,5,-1,OLD,20170241,23 아이덴티티,2017-02-22,203709200,3.6,-39436200,-16.2,13386441835,23740,-4675,-16.5,1647464,398,968
20170312,6,6,0,OLD,20167904,라라랜드,2016-12-07,113811500,2.0,-5216837,-4.4,28553113433,13144,-565,-4.1,3414498,202,350
20170312,7,7,1,OLD,20161744,트롤,2017-02-16,99225000,1.8,18727100,23.3,4963625800,12445,2148,20.9,669262,263,407
20170312,8,8,-1,OLD,20168750,파도가 지나간 자리,2017-03-08,86344000,1.5,-8077900,-8.6,305262100,10341,-1033,-9.1,38111,264,452
20170312,9,9,0,OLD,20165927,문라이트,2017-02-22,54546400,1.0,-7197963,-11.7,1138702995,6395,-752,-10.5,141070,138,252
20170312,10,10,1,OLD,20158799,눈길,2017-03-01,35531600,0.6,-348000,-1,899737200,4705,-144,-3,118820,194,268
20170313,1,1,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,507224700,39.9,-2374318100,-82.4,9069174943,64860,-272076,-80.8,1076210,874,4251
20170313,2,2,0,OLD,20161827,로건,2017-03-01,336682400,26.5,-939918300,-73.6,15510507322,43840,-101598,-69.9,1815161,807,3245
20170313,3,3,0,OLD,20150971,해빙,2017-03-01,84099000,6.6,-268316600,-76.1,9506133322,11382,-30557,-72.9,1153576,496,1729
20170313,4,4,0,OLD,20166421,재심,2017-02-15,55338100,4.4,-152743100,-73.4,19028102937,7709,-17435,-69.3,2388870,396,903
20170313,5,5,0,OLD,20170241,23 아이덴티티,2017-02-22,49953200,3.9,-153756000,-75.5,13436395035,6510,-17230,-72.6,1653974,361,891
20170313,6,6,2,OLD,20168750,파도가 지나간 자리,2017-03-08,38779900,3.1,-47564100,-55.1,344042000,5417,-4924,-47.6,43528,263,498
20170313,7,7,-1,OLD,20167904,라라랜드,2016-12-07,33993000,2.7,-79818500,-70.1,28587106433,4524,-8620,-65.6,3419022,175,339
20170313,8,8,1,OLD,20165927,문라이트,2017-02-22,19410300,1.5,-35136100,-64.4,1158113295,2647,-3748,-58.6,143717,126,230
20170313,9,9,4,OLD,20166468,사일런스,2017-02-28,16888000,1.3,-12440000,-42.4,593697400,2623,-1327,-33.6,78685,126,155
20170313,10,10,2,OLD,20170761,걸 온 더 트레인,2017-03-09,16288500,1.3,-21861400,-57.3,177410100,2258,-2290,-50.4,22456,281,495
20170314,1,1,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,499328500,37.0,-7896200,-1.6,9568503443,63930,-930,-1.4,1140140,893,4251
20170314,2,2,0,OLD,20161827,로건,2017-03-01,340937900,25.3,4255500,1.3,15851445222,44292,452,1,1859453,815,3224
20170314,3,3,0,OLD,20150971,해빙,2017-03-01,86339300,6.4,2240300,2.7,9592472622,11630,248,2.2,1165206,502,1716
20170314,4,4,0,OLD,20166421,재심,2017-02-15,57588200,4.3,2250100,4.1,19085691137,8009,300,3.9,2396879,403,869
20170314,5,5,0,OLD,20170241,23 아이덴티티,2017-02-22,50985000,3.8,1031800,2.1,13487380035,6632,122,1.9,1660606,371,888
20170314,6,6,0,OLD,20168750,파도가 지나간 자리,2017-03-08,46426700,3.4,7646800,19.7,390468700,6173,756,14,49701,276,521
20170314,7,7,0,OLD,20167904,라라랜드,2016-12-07,40103000,3.0,6110000,18,28627209433,5373,849,18.8,3424395,192,353
20170314,8,8,0,NEW,20162181,프리즌,2017-03-23,30603000,2.3,30603000,100,59697000,3788,3788,100,7634,14,14
20170314,9,9,-1,OLD,20165927,문라이트,2017-02-22,21152900,1.6,1742600,9,1179266195,2872,225,8.5,146589,135,246
20170314,10,10,0,OLD,20170761,걸 온 더 트레인,2017-03-09,16474400,1.2,185900,1.1,193884500,2287,29,1.3,24743,279,491
20170315,1,1,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,429128900,35.8,-70199600,-14.1,9997632343,55370,-8560,-13.4,1195510,899,4255
20170315,2,2,0,OLD,20161827,로건,2017-03-01,305984100,25.6,-34953800,-10.3,16157429322,39860,-4432,-10,1899313,819,3207
20170315,3,3,0,OLD,20150971,해빙,2017-03-01,75278100,6.3,-11061200,-12.8,9667750722,10218,-1412,-12.1,1175424,498,1657
20170315,4,4,0,OLD,20166421,재심,2017-02-15,50404400,4.2,-7183800,-12.5,19136095537,6939,-1070,-13.4,2403818,383,868
20170315,5,5,0,OLD,20170241,23 아이덴티티,2017-02-22,46469000,3.9,-4516000,-8.9,13533849035,6130,-502,-7.6,1666736,376,885
20170315,6,6,0,OLD,20168750,파도가 지나간 자리,2017-03-08,41239300,3.4,-5187400,-11.2,431708000,5774,-399,-6.5,55475,271,513
20170315,7,7,0,OLD,20167904,라라랜드,2016-12-07,39728900,3.3,-374100,-0.9,28666938333,5353,-20,-0.4,3429748,180,363
20170315,8,8,1,OLD,20165927,문라이트,2017-02-22,20494000,1.7,-658900,-3.1,1199760195,2788,-84,-2.9,149377,137,241
20170315,9,9,1,OLD,20170761,걸 온 더 트레인,2017-03-09,17036000,1.4,561600,3.4,210920500,2367,80,3.5,27110,287,492
20170315,10,10,1,OLD,20158799,눈길,2017-03-01,13373500,1.1,2064500,18.3,935668200,2091,365,21.1,124326,196,279
20170316,1,1,0,NEW,20164721,미녀와 야수,2017-03-16,1322211700,60.9,1322211700,100,1349114700,166930,166930,100,169423,1244,5726
20170316,2,2,-1,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,272140800,12.5,-156988100,-36.6,10269773143,36007,-19363,-35,1231517,619,2546
20170316,3,3,-1,OLD,20161827,로건,2017-03-01,189382300,8.7,-116601800,-38.1,16346811622,24933,-14927,-37.4,1924246,491,1572
20170316,4,4,40,OLD,20167905,비정규직 특수요원,2017-03-16,156722400,7.2,155714400,15447.9,183562400,21892,21766,17274.6,25451,448,1763
20170316,5,5,15,OLD,20178942,스페이스 비트윈 어스,2017-03-16,31717200,1.5,26967200,567.7,42281200,4401,3722,548.2,5800,347,996
20170316,6,6,-3,OLD,20150971,해빙,2017-03-01,26521000,1.2,-48757100,-64.8,9694271722,3571,-6647,-65.1,1178995,243,585
20170316,7,7,0,OLD,20167904,라라랜드,2016-12-07,24842000,1.1,-14886900,-37.5,28691780333,3355,-1998,-37.3,3433103,140,215
20170316,8,8,-4,OLD,20166421,재심,2017-02-15,17645500,0.8,-32758900,-65,19153741037,2575,-4364,-62.9,2406393,152,226
20170316,9,9,-3,OLD,20168750,파도가 지나간 자리,2017-03-08,14890400,0.7,-26348900,-63.9,446598400,2074,-3700,-64.1,57549,101,169
20170316,10,10,-2,OLD,20165927,문라이트,2017-02-22,12024400,0.6,-8469600,-41.3,1211784595,1613,-1175,-42.1,150990,89,127
20170317,1,1,0,OLD,20164721,미녀와 야수,2017-03-16,2040619869,62.3,718408169,54.3,3389734569,234961,68031,40.8,404384,1260,6028
20170317,2,2,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,432709409,13.2,160568609,59,10702482552,51534,15527,43.1,1283051,641,2646
20170317,3,3,0,OLD,20161827,로건,2017-03-01,301108131,9.2,111725831,59,16647919753,35023,10090,40.5,1959269,492,1642
20170317,4,4,0,OLD,20167905,비정규직 특수요원,2017-03-16,159589500,4.9,2867100,1.8,343151900,20211,-1681,-7.7,45662,467,1747
20170317,5,5,108,OLD,20162181,프리즌,2017-03-23,74826000,2.3,74826000,100,142466000,8314,8314,100,16854,42,42
20170317,6,6,-1,OLD,20178942,스페이스 비트윈 어스,2017-03-16,42527622,1.3,10810422,34.1,84808822,5267,866,19.7,11067,361,1009
20170317,7,7,-1,OLD,20150971,해빙,2017-03-01,36183600,1.1,9662600,36.4,9730455322,4267,696,19.5,1183262,251,613
20170317,8,8,-1,OLD,20167904,라라랜드,2016-12-07,34555700,1.1,9713700,39.1,28726336033,4086,731,21.8,3437189,144,222
20170317,9,9,0,OLD,20168750,파도가 지나간 자리,2017-03-08,21557000,0.7,6666600,44.8,468155400,2664,590,28.4,60213,105,177
20170317,10,10,-2,OLD,20166421,재심,2017-02-15,19252300,0.6,1606800,9.1,19172993337,2316,-259,-10.1,2408709,142,221
20170318,1,1,0,OLD,20164721,미녀와 야수,2017-03-16,5146353230,67.1,3105733361,152.2,8536087799,602569,367608,156.5,1006953,1611,7886
20170318,2,2,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,1173127731,15.3,740418322,171.1,11875610283,141266,89732,174.1,1424317,644,2630
20170318,3,3,0,OLD,20161827,로건,2017-03-01,599544870,7.8,298436739,99.1,17247464623,69438,34415,98.3,2028707,521,1589
20170318,4,4,0,OLD,20167905,비정규직 특수요원,2017-03-16,287146100,3.7,127556600,79.9,630298000,35653,15442,76.4,81315,493,1550
20170318,5,5,3,OLD,20167904,라라랜드,2016-12-07,71696500,0.9,37140800,107.5,28798032533,8356,4270,104.5,3445545,149,231
20170318,6,6,1,OLD,20150971,해빙,2017-03-01,69499100,0.9,33315500,92.1,9799954422,8190,3923,91.9,1191452,253,513
20170318,7,7,-1,OLD,20178942,스페이스 비트윈 어스,2017-03-16,51184539,0.7,8656917,20.4,135993361,6407,1140,21.6,17474,370,701
20170318,8,8,1,OLD,20168750,파도가 지나간 자리,2017-03-08,35658300,0.5,14101300,65.4,503813700,4230,1566,58.8,64443,101,153
20170318,9,9,1,OLD,20166421,재심,2017-02-15,30095000,0.4,10842700,56.3,19203088337,3601,1285,55.5,2412310,124,189
20170318,10,10,1,OLD,20165927,문라이트,2017-02-22,28636800,0.4,9458300,49.3,1259599895,3286,1044,46.6,156518,79,119
20170319,1,1,0,OLD,20164721,미녀와 야수,2017-03-16,4781249450,68.7,-365103780,-7.1,13317337249,564477,-38092,-6.3,1571430,1627,7757
20170319,2,2,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,1033908800,14.9,-139218931,-11.9,12909519083,124872,-16394,-11.6,1549189,630,2554
20170319,3,3,0,OLD,20161827,로건,2017-03-01,470969700,6.8,-128575170,-21.4,17718434323,54260,-15178,-21.9,2082967,517,1534
20170319,4,4,0,OLD,20167905,비정규직 특수요원,2017-03-16,271455700,3.9,-15690400,-5.5,901753700,33426,-2227,-6.2,114741,497,1460
20170319,5,5,0,OLD,20167904,라라랜드,2016-12-07,66277800,1.0,-5418700,-7.6,28864310333,7953,-403,-4.8,3453498,156,247
20170319,6,6,0,OLD,20150971,해빙,2017-03-01,54972900,0.8,-14526200,-20.9,9854927322,6417,-1773,-21.6,1197869,250,487
20170319,7,7,0,OLD,20178942,스페이스 비트윈 어스,2017-03-16,37604000,0.5,-13580539,-26.5,173597361,4726,-1681,-26.2,22200,360,598
20170319,8,8,0,OLD,20168750,파도가 지나간 자리,2017-03-08,29447400,0.4,-6210900,-17.4,533261100,3583,-647,-15.3,68026,102,146
20170319,9,9,0,OLD,20166421,재심,2017-02-15,24776300,0.4,-5318700,-17.7,19227864637,2943,-658,-18.3,2415253,120,172
20170319,10,10,0,OLD,20165927,문라이트,2017-02-22,23856700,0.3,-4780100,-16.7,1283456595,2770,-516,-15.7,159288,73,115
20170320,1,1,0,OLD,20164721,미녀와 야수,2017-03-16,1124594800,64.3,-3656654650,-76.5,14441932049,144248,-420229,-74.4,1715678,1336,6305
20170320,2,2,0,OLD,20168183,콩: 스컬 아일랜드,2017-03-08,184077300,10.5,-849831500,-82.2,13093596383,24550,-100322,-80.3,1573739,589,2352
20170320,3,3,0,OLD,20161827,로건,2017-03-01,145551600,8.3,-325418100,-69.1,17863985923,19285,-34975,-64.5,2102252,508,1596
20170320,4,4,0,OLD,20167905,비정규직 특수요원,2017-03-16,87410500,5.0,-184045200,-67.8,989164200,12282,-21144,-63.3,127023,453,1518
