week,showRange,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
201803,20180115~20180121,5,5,-3,OLD,20150976,신과함께-죄와 벌,2017-12-20,5513222900,13.3,-5202068500,-48.5,108800816637,698082,-643746,-48.0,13542299,948,17570
201803,20180115~20180121,6,6,-2,OLD,20171909,쥬만지: 새로운 세계,2018-01-03,1283666723,3.1,-3726964768,-74.4,13636768864,165661,-458796,-73.5,1684674,632,7163
201803,20180115~20180121,7,7,-1,OLD,20179462,위대한 쇼맨,2017-12-20,564591500,1.4,-582834800,-50.8,10499145400,68998,-70592,-50.6,1280481,237,1821
201803,20180115~20180121,8,8,-3,OLD,20177104,페르디난드,2018-01-03,178083400,0.4,-805363200,-81.9,3787210300,27245,-112989,-80.6,523260,318,1306
201803,20180115~20180121,9,9,0,OLD,20176947,원더,2017-12-27,183718000,0.4,-73665800,-28.6,1604088045,24946,-7197,-22.4,204774,95,962
201803,20180115~20180121,10,10,-3,OLD,20173547,다운사이징,2018-01-11,178670900,0.4,-865379304,-82.9,1226071104,23388,-101659,-81.3,148821,451,2610
201804,20180122~20180128,1,1,2,OLD,20176104,그것만이 내 세상,2018-01-17,8721231062,27.7,1342734372,18.2,16200928752,1067422,169053,18.8,1977798,956,24071
201804,20180122~20180128,2,2,0,OLD,20179985,코코,2018-01-11,5888085583,18.7,-1503326554,-20.3,20286284416,753215,-199840,-21.0,2556257,1025,17417
201804,20180122~20180128,3,3,-2,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,5646707862,17.9,-4894444701,-46.4,16228665725,687765,-574477,-45.5,1953733,971,22157
201804,20180122~20180128,4,4,1,OLD,20150976,신과함께-죄와 벌,2017-12-20,3247997800,10.3,-2265225100,-41.1,112048814437,406093,-291989,-41.8,13948392,704,12272
201804,20180122~20180128,5,5,-1,OLD,20170590,1987,2017-12-27,2868591900,9.1,-4225223900,-59.6,56608302645,357769,-523568,-59.4,7026069,689,13675
201804,20180122~20180128,6,6,29,OLD,20178230,커뮤터,2018-01-24,1808417755,5.7,1802514755,30535.6,1819420755,221543,220646,24598.2,223178,575,10564
201804,20180122~20180128,7,7,11,OLD,20168161,1급기밀,2018-01-24,1263541000,4.0,1227181500,3375.1,1333385500,155672,150981,3218.5,164390,512,6901
201804,20180122~20180128,8,8,-1,OLD,20179462,위대한 쇼맨,2017-12-20,321215200,1.0,-243376300,-43.1,10820360600,38807,-30191,-43.8,1319288,144,1248
201804,20180122~20180128,9,9,34,OLD,20177473,비밥바룰라,2018-01-24,238368900,0.8,231568900,3405.4,245168900,33734,32997,4477.2,34471,347,2799
201804,20180122~20180128,10,10,34,OLD,20178444,극장판 레이디버그: 미라클스톤의 비밀,2018-01-25,191471200,0.6,185261200,2983.3,197681200,25443,24753,3587.4,26133,305,1406
201805,20180129~20180204,1,1,20,OLD,20168323,염력,2018-01-31,6359380857,22.6,6325648857,18752.7,6393112857,843128,839269,21748.4,846987,1099,27994
201805,20180129~20180204,2,2,-1,OLD,20176104,그것만이 내 세상,2018-01-17,6312176785,22.4,-2409054277,-27.6,22513105537,814295,-253127,-23.7,2792093,884,22189
201805,20180129~20180204,3,3,-1,OLD,20179985,코코,2018-01-11,3747188700,13.3,-2140896883,-36.4,24033473116,491374,-261841,-34.8,3047631,814,14412
201805,20180129~20180204,4,4,82,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,2783156464,9.9,2781366464,155383.6,2786370464,362855,362655,181327.5,363233,769,11495
201805,20180129~20180204,5,5,-2,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,1934530379,6.9,-3712177483,-65.7,18163196104,252630,-435135,-63.3,2206363,695,10314
201805,20180129~20180204,6,6,-2,OLD,20150976,신과함께-죄와 벌,2017-12-20,1919374000,6.8,-1328623800,-40.9,113968188437,247988,-158105,-38.9,14196380,626,8849
201805,20180129~20180204,7,7,-2,OLD,20170590,1987,2017-12-27,1137479100,4.0,-1731112800,-60.3,57745781745,149473,-208296,-58.2,7175542,586,6621
201805,20180129~20180204,8,8,40,OLD,20178395,12 솔져스,2018-01-31,1058744900,3.8,1053064900,18539.9,1064424900,129028,128318,18073.0,129738,206,4073
201805,20180129~20180204,9,9,-3,OLD,20178230,커뮤터,2018-01-24,408668200,1.5,-1399749555,-77.4,2228088955,54271,-167272,-75.5,277449,521,4655
201805,20180129~20180204,10,10,41,OLD,20179228,마야2,2018-02-01,404263500,1.4,398593500,7029.9,418523500,53663,52968,7621.3,55217,429,1944
201806,20180205~20180211,1,1,12,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,7650624845,36.7,7429346845,3357.5,7871902845,935068,904658,2974.9,965478,1249,25195
201806,20180205~20180211,2,2,0,OLD,20176104,그것만이 내 세상,2018-01-17,3418784345,16.4,-2893392440,-45.8,25931889882,428647,-385648,-47.4,3220740,860,20402
201806,20180205~20180211,3,3,0,OLD,20179985,코코,2018-01-11,1978902800,9.5,-1768285900,-47.2,26012375916,247549,-243825,-49.6,3295180,681,11000
201806,20180205~20180211,4,4,0,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,1254678500,6.0,-1528477964,-54.9,4041048964,157195,-205660,-56.7,520428,624,9859
201806,20180205~20180211,5,5,1,OLD,20150976,신과함께-죄와 벌,2017-12-20,1105370500,5.3,-814003500,-42.4,115073558937,137759,-110229,-44.4,14334139,530,6934
201806,20180205~20180211,6,6,-5,OLD,20168323,염력,2018-01-31,1006099855,4.8,-5353281002,-84.2,7399212712,131162,-711966,-84.4,978149,839,15630
201806,20180205~20180211,7,7,17,OLD,20178672,패딩턴 2,2018-02-08,934536200,4.5,899952200,2602.2,987060200,120301,116213,2842.8,126183,629,5775
201806,20180205~20180211,8,8,-3,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,628644400,3.0,-1305885979,-67.5,18791840504,79092,-173538,-68.7,2285455,477,4441
201806,20180205~20180211,9,9,-1,OLD,20178395,12 솔져스,2018-01-31,629665100,3.0,-429079800,-40.5,1694090000,75916,-53112,-41.2,205654,211,4143
201806,20180205~20180211,10,10,-3,OLD,20170590,1987,2017-12-27,329979400,1.6,-807499700,-71.0,58075761145,42830,-106643,-71.3,7218372,417,3170
201807,20180212~20180218,1,1,44,OLD,20170561,블랙 팬서,2018-02-14,27024476718,50.8,27016147718,324362.4,27041025718,3095996,3095039,323410.6,3097775,1620,37622
201807,20180212~20180218,2,2,-1,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,9122434358,17.1,1471809513,19.2,16994337203,1110588,175520,18.8,2076066,1165,26784
201807,20180212~20180218,3,3,19,OLD,20168250,골든슬럼버,2018-02-14,8179575582,15.4,8127154582,15503.6,8231996582,977043,971398,17208.1,982688,833,17702
201807,20180212~20180218,4,4,32,OLD,20176121,흥부,2018-02-14,2669081000,5.0,2657877000,23722.6,2682119000,320789,319470,24220.6,322370,627,9497
201807,20180212~20180218,5,5,34,OLD,20078561,명탐정 코난:감벽의 관,2018-02-14,1186561000,2.2,1176685000,11914.6,1196437000,156708,155497,12840.4,157919,487,3888
201807,20180212~20180218,6,6,-4,OLD,20176104,그것만이 내 세상,2018-01-17,1173375400,2.2,-2245408945,-65.7,27105265282,147606,-281041,-65.6,3368346,692,7481
201807,20180212~20180218,7,7,-4,OLD,20179985,코코,2018-01-11,1089609924,2.0,-889292876,-44.9,27101985840,136126,-111423,-45.0,3431306,560,5217
201807,20180212~20180218,8,8,-1,OLD,20178672,패딩턴 2,2018-02-08,761903900,1.4,-172632300,-18.5,1748964100,101332,-18969,-15.8,227515,539,4438
201807,20180212~20180218,9,9,-4,OLD,20150976,신과함께-죄와 벌,2017-12-20,529758200,1.0,-575612300,-52.1,115603317137,64161,-73598,-53.4,14398300,440,2741
201807,20180212~20180218,10,10,-6,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,230541400,0.4,-1024137100,-81.6,4271590364,29833,-127362,-81.0,550261,425,2241
