date,rnum,rank,movieNm,audiAcc,audiCnt,openDt,scrnCnt,showCnt,salesChange,rankOldAndNew,salesAmt,salesShare,audiChange,movieCd,audiInten,rankInten,salesAcc,salesInten
20170313,2,2,로건,1815161,43840,2017-03-01,807,3245,-73.6,OLD,336682400,26.5,-69.9,20161827,-101598,0,15510507322,-939918300
20170313,3,3,해빙,1153576,11382,2017-03-01,496,1729,-76.1,OLD,84099000,6.6,-72.9,20150971,-30557,0,9506133322,-268316600
20170313,4,4,재심,2388870,7709,2017-02-15,396,903,-73.4,OLD,55338100,4.4,-69.3,20166421,-17435,0,19028102937,-152743100
20170313,5,5,23 아이덴티티,1653974,6510,2017-02-22,361,891,-75.5,OLD,49953200,3.9,-72.6,20170241,-17230,0,13436395035,-153756000
20170313,6,6,파도가 지나간 자리,43528,5417,2017-03-08,263,498,-55.1,OLD,38779900,3.1,-47.6,20168750,-4924,2,344042000,-47564100
20170313,7,7,라라랜드,3419022,4524,2016-12-07,175,339,-70.1,OLD,33993000,2.7,-65.6,20167904,-8620,-1,28587106433,-79818500
20170313,8,8,문라이트,143717,2647,2017-02-22,126,230,-64.4,OLD,19410300,1.5,-58.6,20165927,-3748,1,1158113295,-35136100
20170313,9,9,사일런스,78685,2623,2017-02-28,126,155,-42.4,OLD,16888000,1.3,-33.6,20166468,-1327,4,593697400,-12440000
20170313,10,10,걸 온 더 트레인,22456,2258,2017-03-09,281,495,-57.3,OLD,16288500,1.3,-50.4,20170761,-2290,2,177410100,-21861400
20170314,1,1,콩: 스컬 아일랜드,1140140,63930,2017-03-08,893,4251,-1.6,OLD,499328500,37.0,-1.4,20168183,-930,0,9568503443,-7896200
20170314,2,2,로건,1859453,44292,2017-03-01,815,3224,1.3,OLD,340937900,25.3,1,20161827,452,0,15851445222,4255500
20170314,3,3,해빙,1165206,11630,2017-03-01,502,1716,2.7,OLD,86339300,6.4,2.2,20150971,248,0,9592472622,2240300
20170314,4,4,재심,2396879,8009,2017-02-15,403,869,4.1,OLD,57588200,4.3,3.9,20166421,300,0,19085691137,2250100
20170314,5,5,23 아이덴티티,1660606,6632,2017-02-22,371,888,2.1,OLD,50985000,3.8,1.9,20170241,122,0,13487380035,1031800
20170314,6,6,파도가 지나간 자리,49701,6173,2017-03-08,276,521,19.7,OLD,46426700,3.4,14,20168750,756,0,390468700,7646800
20170314,7,7,라라랜드,3424395,5373,2016-12-07,192,353,18,OLD,40103000,3.0,18.8,20167904,849,0,28627209433,6110000
20170314,8,8,프리즌,7634,3788,2017-03-23,14,14,100,NEW,30603000,2.3,100,20162181,3788,0,59697000,30603000
20170314,9,9,문라이트,146589,2872,2017-02-22,135,246,9,OLD,21152900,1.6,8.5,20165927,225,-1,1179266195,1742600
20170314,10,10,걸 온 더 트레인,24743,2287,2017-03-09,279,491,1.1,OLD,16474400,1.2,1.3,20170761,29,0,193884500,185900
20170315,1,1,콩: 스컬 아일랜드,1195510,55370,2017-03-08,899,4255,-14.1,OLD,429128900,35.8,-13.4,20168183,-8560,0,9997632343,-70199600
20170315,2,2,로건,1899313,39860,2017-03-01,819,3207,-10.3,OLD,305984100,25.6,-10,20161827,-4432,0,16157429322,-34953800
20170315,3,3,해빙,1175424,10218,2017-03-01,498,1657,-12.8,OLD,75278100,6.3,-12.1,20150971,-1412,0,9667750722,-11061200
20170315,4,4,재심,2403818,6939,2017-02-15,383,868,-12.5,OLD,50404400,4.2,-13.4,20166421,-1070,0,19136095537,-7183800
20170315,5,5,23 아이덴티티,1666736,6130,2017-02-22,376,885,-8.9,OLD,46469000,3.9,-7.6,20170241,-502,0,13533849035,-4516000
20170315,6,6,파도가 지나간 자리,55475,5774,2017-03-08,271,513,-11.2,OLD,41239300,3.4,-6.5,20168750,-399,0,431708000,-5187400
20170315,7,7,라라랜드,3429748,5353,2016-12-07,180,363,-0.9,OLD,39728900,3.3,-0.4,20167904,-20,0,28666938333,-374100
20170315,8,8,문라이트,149377,2788,2017-02-22,137,241,-3.1,OLD,20494000,1.7,-2.9,20165927,-84,1,1199760195,-658900
20170315,9,9,걸 온 더 트레인,27110,2367,2017-03-09,287,492,3.4,OLD,17036000,1.4,3.5,20170761,80,1,210920500,561600
20170315,10,10,눈길,124326,2091,2017-03-01,196,279,18.3,OLD,13373500,1.1,21.1,20158799,365,1,935668200,2064500
20170316,1,1,미녀와 야수,169423,166930,2017-03-16,1244,5726,100,NEW,1322211700,60.9,100,20164721,166930,0,1349114700,1322211700
20170316,2,2,콩: 스컬 아일랜드,1231517,36007,2017-03-08,619,2546,-36.6,OLD,272140800,12.5,-35,20168183,-19363,-1,10269773143,-156988100
20170316,3,3,로건,1924246,24933,2017-03-01,491,1572,-38.1,OLD,189382300,8.7,-37.4,20161827,-14927,-1,16346811622,-116601800
20170316,4,4,비정규직 특수요원,25451,21892,2017-03-16,448,1763,15447.9,OLD,156722400,7.2,17274.6,20167905,21766,40,183562400,155714400
20170316,5,5,스페이스 비트윈 어스,5800,4401,2017-03-16,347,996,567.7,OLD,31717200,1.5,548.2,20178942,3722,15,42281200,26967200
20170316,6,6,해빙,1178995,3571,2017-03-01,243,585,-64.8,OLD,26521000,1.2,-65.1,20150971,-6647,-3,9694271722,-48757100
20170316,7,7,라라랜드,3433103,3355,2016-12-07,140,215,-37.5,OLD,24842000,1.1,-37.3,20167904,-1998,0,28691780333,-14886900
20170316,8,8,재심,2406393,2575,2017-02-15,152,226,-65,OLD,17645500,0.8,-62.9,20166421,-4364,-4,19153741037,-32758900
20170316,9,9,파도가 지나간 자리,57549,2074,2017-03-08,101,169,-63.9,OLD,14890400,0.7,-64.1,20168750,-3700,-3,446598400,-26348900
20170316,10,10,문라이트,150990,1613,2017-02-22,89,127,-41.3,OLD,12024400,0.6,-42.1,20165927,-1175,-2,1211784595,-8469600
20170317,1,1,미녀와 야수,404384,234961,2017-03-16,1260,6028,54.3,OLD,2040619869,62.3,40.8,20164721,68031,0,3389734569,718408169
20170317,2,2,콩: 스컬 아일랜드,1283051,51534,2017-03-08,641,2646,59,OLD,432709409,13.2,43.1,20168183,15527,0,10702482552,160568609
20170317,3,3,로건,1959269,35023,2017-03-01,492,1642,59,OLD,301108131,9.2,40.5,20161827,10090,0,16647919753,111725831
20170317,4,4,비정규직 특수요원,45662,20211,2017-03-16,467,1747,1.8,OLD,159589500,4.9,-7.7,20167905,-1681,0,343151900,2867100
20170317,5,5,프리즌,16854,8314,2017-03-23,42,42,100,OLD,74826000,2.3,100,20162181,8314,108,142466000,74826000
20170317,6,6,스페이스 비트윈 어스,11067,5267,2017-03-16,361,1009,34.1,OLD,42527622,1.3,19.7,20178942,866,-1,84808822,10810422
20170317,7,7,해빙,1183262,4267,2017-03-01,251,613,36.4,OLD,36183600,1.1,19.5,20150971,696,-1,9730455322,9662600
20170317,8,8,라라랜드,3437189,4086,2016-12-07,144,222,39.1,OLD,34555700,1.1,21.8,20167904,731,-1,28726336033,9713700
20170317,9,9,파도가 지나간 자리,60213,2664,2017-03-08,105,177,44.8,OLD,21557000,0.7,28.4,20168750,590,0,468155400,6666600
20170317,10,10,재심,2408709,2316,2017-02-15,142,221,9.1,OLD,19252300,0.6,-10.1,20166421,-259,-2,19172993337,1606800
20170318,1,1,미녀와 야수,1006953,602569,2017-03-16,1611,7886,152.2,OLD,5146353230,67.1,156.5,20164721,367608,0,8536087799,3105733361
20170318,2,2,콩: 스컬 아일랜드,1424317,141266,2017-03-08,644,2630,171.1,OLD,1173127731,15.3,174.1,20168183,89732,0,11875610283,740418322
20170318,3,3,로건,2028707,69438,2017-03-01,521,1589,99.1,OLD,599544870,7.8,98.3,20161827,34415,0,17247464623,298436739
20170318,4,4,비정규직 특수요원,81315,35653,2017-03-16,493,1550,79.9,OLD,287146100,3.7,76.4,20167905,15442,0,630298000,127556600
20170318,5,5,라라랜드,3445545,8356,2016-12-07,149,231,107.5,OLD,71696500,0.9,104.5,20167904,4270,3,28798032533,37140800
20170318,6,6,해빙,1191452,8190,2017-03-01,253,513,92.1,OLD,69499100,0.9,91.9,20150971,3923,1,9799954422,33315500
20170318,7,7,스페이스 비트윈 어스,17474,6407,2017-03-16,370,701,20.4,OLD,51184539,0.7,21.6,20178942,1140,-1,135993361,8656917
20170318,8,8,파도가 지나간 자리,64443,4230,2017-03-08,101,153,65.4,OLD,35658300,0.5,58.8,20168750,1566,1,503813700,14101300
20170318,9,9,재심,2412310,3601,2017-02-15,124,189,56.3,OLD,30095000,0.4,55.5,20166421,1285,1,19203088337,10842700
20170318,10,10,문라이트,156518,3286,2017-02-22,79,119,49.3,OLD,28636800,0.4,46.6,20165927,1044,1,1259599895,9458300
20170319,1,1,미녀와 야수,1571430,564477,2017-03-16,1627,7757,-7.1,OLD,4781249450,68.7,-6.3,20164721,-38092,0,13317337249,-365103780
20170319,2,2,콩: 스컬 아일랜드,1549189,124872,2017-03-08,630,2554,-11.9,OLD,1033908800,14.9,-11.6,20168183,-16394,0,12909519083,-139218931
20170319,3,3,로건,2082967,54260,2017-03-01,517,1534,-21.4,OLD,470969700,6.8,-21.9,20161827,-15178,0,17718434323,-128575170
20170319,4,4,비정규직 특수요원,114741,33426,2017-03-16,497,1460,-5.5,OLD,271455700,3.9,-6.2,20167905,-2227,0,901753700,-15690400
20170319,5,5,라라랜드,3453498,7953,2016-12-07,156,247,-7.6,OLD,66277800,1.0,-4.8,20167904,-403,0,28864310333,-5418700
20170319,6,6,해빙,1197869,6417,2017-03-01,250,487,-20.9,OLD,54972900,0.8,-21.6,20150971,-1773,0,9854927322,-14526200
20170319,7,7,스페이스 비트윈 어스,22200,4726,2017-03-16,360,598,-26.5,OLD,37604000,0.5,-26.2,20178942,-1681,0,173597361,-13580539
20170319,8,8,파도가 지나간 자리,68026,3583,2017-03-08,102,146,-17.4,OLD,29447400,0.4,-15.3,20168750,-647,0,533261100,-6210900
20170319,9,9,재심,2415253,2943,2017-02-15,120,172,-17.7,OLD,24776300,0.4,-18.3,20166421,-658,0,19227864637,-5318700
20170319,10,10,문라이트,159288,2770,2017-02-22,73,115,-16.7,OLD,23856700,0.3,-15.7,20165927,-516,0,1283456595,-4780100
20170320,1,1,미녀와 야수,1715678,144248,2017-03-16,1336,6305,-76.5,OLD,1124594800,64.3,-74.4,20164721,-420229,0,14441932049,-3656654650
20170320,2,2,콩: 스컬 아일랜드,1573739,24550,2017-03-08,589,2352,-82.2,OLD,184077300,10.5,-80.3,20168183,-100322,0,13093596383,-849831500
20170320,3,3,로건,2102252,19285,2017-03-01,508,1596,-69.1,OLD,145551600,8.3,-64.5,20161827,-34975,0,17863985923,-325418100
20170320,4,4,비정규직 특수요원,127023,12282,2017-03-16,453,1518,-67.8,OLD,87410500,5.0,-63.3,20167905,-21144,0,989164200,-184045200
20170320,5,5,라라랜드,3456750,3252,2016-12-07,161,264,-63.2,OLD,24374000,1.4,-59.1,20167904,-4701,0,28888684333,-41903800
20170320,6,6,보통사람,4855,2583,2017-03-23,12,12,100,NEW,20664000,1.2,100,20167902,2583,0,35730000,20664000
20170320,7,7,스페이스 비트윈 어스,24391,2191,2017-03-16,327,626,-58.6,OLD,15571500,0.9,-53.6,20178942,-2535,0,189168861,-22032500
20170320,8,8,해빙,1199973,2104,2017-03-01,226,469,-71.3,OLD,15804000,0.9,-67.2,20150971,-4313,-2,9870731322,-39168900
20170320,9,9,파도가 지나간 자리,70098,2072,2017-03-08,105,185,-51.7,OLD,14218000,0.8,-42.2,20168750,-1511,-1,547479100,-15229400
20170320,10,10,프리즌,19547,1731,2017-03-23,17,17,111.9,OLD,19302000,1.1,109.1,20162181,903,9,172082000,10194000
20170321,1,1,미녀와 야수,1852017,136339,2017-03-16,1352,6325,-5.9,OLD,1057859200,64.0,-5.5,20164721,-7909,0,15499791249,-66735600
20170321,2,2,콩: 스컬 아일랜드,1595383,21644,2017-03-08,594,2347,-11.3,OLD,163342300,9.9,-11.8,20168183,-2906,0,13256938683,-20735000
20170321,3,3,로건,2119697,17445,2017-03-01,500,1577,-9.7,OLD,131476900,7.9,-9.5,20161827,-1840,0,17995462823,-14074700
20170321,4,4,비정규직 특수요원,138100,11077,2017-03-16,443,1477,-10.6,OLD,78130900,4.7,-9.8,20167905,-1205,0,1067295100,-9279600
20170321,5,5,라라랜드,3460679,3929,2016-12-07,158,272,19.5,OLD,29134600,1.8,20.8,20167904,677,0,28917818933,4760600
20170321,6,6,프리즌,23098,3551,2017-03-23,13,13,46.4,OLD,28259000,1.7,105.1,20162181,1820,4,200341000,8957000
20170321,7,7,파도가 지나간 자리,72481,2383,2017-03-08,114,195,16.1,OLD,16509000,1.0,15,20168750,311,2,563988100,2291000
20170321,8,8,스페이스 비트윈 어스,26678,2287,2017-03-16,317,627,4.9,OLD,16336000,1.0,4.4,20178942,96,-1,205504861,764500
20170321,9,9,해빙,1202196,2223,2017-03-01,232,463,5.3,OLD,16639000,1.0,5.7,20150971,119,-1,9887370322,835000
20170321,10,10,재심,2418627,1952,2017-02-15,147,222,24.4,OLD,12502000,0.8,37.3,20166421,530,2,19250415637,2453000
20170322,1,1,미녀와 야수,1976032,124015,2017-03-16,1318,5424,-9.3,OLD,959937600,46.7,-9,20164721,-12324,0,16459728849,-97921600
20170322,2,2,프리즌,108154,85056,2017-03-23,871,2417,2240,OLD,661246800,32.2,2295.3,20162181,81505,4,861587800,632987800
20170322,3,3,콩: 스컬 아일랜드,1609890,14507,2017-03-08,609,1816,-34.6,OLD,106774000,5.2,-33,20168183,-7137,-1,13363712683,-56568300
20170322,4,4,로건,2131969,12272,2017-03-01,515,1211,-30.4,OLD,91521200,4.5,-29.7,20161827,-5173,-1,18086984023,-39955700
20170322,5,5,비정규직 특수요원,143683,5583,2017-03-16,408,907,-51.6,OLD,37781100,1.8,-49.6,20167905,-5494,-1,1105076200,-40349800
20170322,6,6,골드,7315,4355,2017-03-22,200,485,1120.1,OLD,31233800,1.5,1260.9,20170221,4035,18,54296800,28673800
20170322,7,7,아우토반,5336,3707,2017-03-22,149,601,2120.4,OLD,26823000,1.3,2355,20168742,3556,31,39736000,25615000
20170322,8,8,라라랜드,3464143,3464,2016-12-07,148,223,-12.8,OLD,25396700,1.2,-11.8,20167904,-465,-3,28943215633,-3737900
20170322,9,9,파도가 지나간 자리,74284,1803,2017-03-08,107,154,-25.9,OLD,12231500,0.6,-24.3,20168750,-580,-2,576219600,-4277500
20170322,10,10,문라이트,164343,1454,2017-02-22,78,110,-23.1,OLD,8963400,0.4,-24,20165927,-458,1,1314584395,-2697400
20170323,1,1,프리즌,276490,168336,2017-03-23,909,4234,90.2,OLD,1257773300,47.0,97.9,20162181,83280,1,2119361100,596526500
20170323,2,2,미녀와 야수,2075794,99762,2017-03-16,896,4063,-18.8,OLD,779664700,29.1,-19.6,20164721,-24253,-1,17239393549,-180272900
20170323,3,3,보통사람,41979,35583,2017-03-23,621,2604,2723,OLD,248145500,9.3,3167.5,20167902,34494,8,296281500,239355500
20170323,4,4,히든 피겨스,31076,15834,2017-03-23,419,1241,3202.5,OLD,117138800,4.4,4100,20167363,15457,18,243723600,113591800
20170323,5,5,콩: 스컬 아일랜드,1615586,5696,2017-03-08,386,783,-60.9,OLD,41786200,1.6,-60.7,20168183,-8811,-2,13405498883,-64987800
20170323,6,6,밤의 해변에서 혼자,5423,5022,2017-03-23,129,327,100,NEW,35911400,1.3,100,20179442,5022,0,39119400,35911400
20170323,7,7,로건,2135747,3778,2017-03-01,212,324,-68.9,OLD,28473600,1.1,-69.2,20161827,-8494,-3,18115457623,-63047600
20170323,8,8,원라인,4848,2923,2017-03-29,9,9,100,NEW,23384000,0.9,100,20151230,2923,0,37454000,23384000
20170323,9,9,골드,9567,2252,2017-03-22,197,435,-47.7,OLD,16349500,0.6,-48.3,20170221,-2103,-3,70646300,-14884300
20170323,10,10,극장판 암살교실 : 365일의 시간,2524,2240,2017-03-23,86,151,100,NEW,16298000,0.6,100,20171801,2240,0,18754000,16298000
20170324,1,1,프리즌,470714,194224,2017-03-23,942,4453,30.5,OLD,1641165534,42.2,15.4,20162181,25888,0,3760526634,383392234
20170324,2,2,미녀와 야수,2234792,158998,2017-03-16,939,4338,75.9,OLD,1371221755,35.3,59.4,20164721,59236,0,18610615304,591557055
20170324,3,3,보통사람,85439,43460,2017-03-23,620,2617,38.3,OLD,343195434,8.8,22.1,20167902,7877,0,639476934,95049934
20170324,4,4,히든 피겨스,52376,21300,2017-03-23,413,1256,51.8,OLD,177781061,4.6,34.5,20167363,5466,0,421504661,60642261
20170324,5,5,콩: 스컬 아일랜드,1624150,8564,2017-03-08,387,770,67.1,OLD,69832300,1.8,50.4,20168183,2868,0,13475331183,28046100
20170324,6,6,로건,2141394,5647,2017-03-01,213,325,74.1,OLD,49573200,1.3,49.5,20161827,1869,1,18165030823,21099600
20170324,7,7,원라인,9325,4477,2017-03-29,23,23,72.3,OLD,40297000,1.0,53.2,20151230,1554,1,77751000,16913000
20170324,8,8,밤의 해변에서 혼자,9795,4372,2017-03-23,128,313,-0.2,OLD,35825700,0.9,-12.9,20179442,-650,-2,74945100,-85700
20170324,9,9,아우토반,10312,2927,2017-03-22,140,500,64.5,OLD,24466500,0.6,42.9,20168742,878,2,79076000,9593000
20170324,10,10,골드,12226,2659,2017-03-22,190,411,34.1,OLD,21923100,0.6,18.1,20170221,407,-1,92569400,5573600
20170325,1,1,미녀와 야수,2691201,456409,2017-03-16,1221,5451,181.5,OLD,3859719239,42.6,187.1,20164721,297411,1,22470334543,2488497484
20170325,2,2,프리즌,873798,403084,2017-03-23,1047,4889,109.6,OLD,3439513889,38.0,107.5,20162181,208860,-1,7200040523,1798348355
20170325,3,3,보통사람,172431,86992,2017-03-23,619,2402,106.3,OLD,708074189,7.8,100.2,20167902,43532,0,1347551123,364878755
20170325,4,4,히든 피겨스,96927,44551,2017-03-23,436,1122,110,OLD,373358372,4.1,109.2,20167363,23251,0,794863033,195577311
20170325,5,5,콩: 스컬 아일랜드,1649804,25654,2017-03-08,399,696,195.8,OLD,206573300,2.3,199.6,20168183,17090,0,13681904483,136741000
20170325,6,6,로건,2149508,8114,2017-03-01,186,257,39.2,OLD,69019800,0.8,43.7,20161827,2467,0,18234050623,19446600
20170325,7,7,극장판 암살교실 : 365일의 시간,11561,7413,2017-03-23,90,153,324.4,OLD,54871000,0.6,356.5,20171801,5789,5,86555000,41941000
20170325,8,8,아기돼지 3형제와 매직램프,6817,5772,2017-03-23,129,184,1571.6,OLD,45994500,0.5,1568.2,20171661,5426,14,54065500,43243000
20170325,9,9,밤의 해변에서 혼자,15245,5450,2017-03-23,116,268,27.8,OLD,45793400,0.5,24.7,20179442,1078,-1,120738500,9967700
20170325,10,10,아우토반,14262,3950,2017-03-22,153,370,35.2,OLD,33075500,0.4,35,20168742,1023,-1,112151500,8609000
20170326,1,1,미녀와 야수,3104664,413463,2017-03-16,1256,5410,-10.1,OLD,3471299150,41.8,-9.4,20164721,-42946,0,25941633693,-388420089
20170326,2,2,프리즌,1243668,369870,2017-03-23,1036,4772,-7.8,OLD,3170344300,38.2,-8.2,20162181,-33214,0,10370384823,-269169589
20170326,3,3,보통사람,255227,82796,2017-03-23,598,2236,-4,OLD,679910200,8.2,-4.8,20167902,-4196,0,2027461323,-28163989
20170326,4,4,히든 피겨스,139283,42356,2017-03-23,448,1099,-5.1,OLD,354333200,4.3,-4.9,20167363,-2195,0,1149196233,-19025172
20170326,5,5,콩: 스컬 아일랜드,1674270,24466,2017-03-08,391,670,-5.5,OLD,195247600,2.4,-4.6,20168183,-1188,0,13877152083,-11325700
20170326,6,6,극장판 암살교실 : 365일의 시간,18560,6999,2017-03-23,98,167,-5.6,OLD,51825500,0.6,-5.6,20171801,-414,1,138380500,-3045500
20170326,7,7,아기돼지 3형제와 매직램프,13488,6671,2017-03-23,135,196,15.9,OLD,53321000,0.6,15.6,20171661,899,1,107386500,7326500
20170326,8,8,로건,2155751,6243,2017-03-01,174,247,-22.3,OLD,53609200,0.6,-23.1,20161827,-1871,-2,18287659823,-15410600
20170326,9,9,밤의 해변에서 혼자,20209,4964,2017-03-23,113,252,-8.7,OLD,41811700,0.5,-8.9,20179442,-486,0,162550200,-3981700
20170326,10,10,개구리왕국 2,10176,4023,2017-03-23,171,197,4.9,OLD,30011900,0.4,3.2,20170382,124,1,72761500,1390300
20170327,1,1,프리즌,1375167,131499,2017-03-23,962,4551,-68.9,OLD,987093300,45.8,-64.4,20162181,-238371,1,11357478123,-2183251000
20170327,2,2,미녀와 야수,3186097,81433,2017-03-16,961,4373,-81.9,OLD,628933400,29.2,-80.3,20164721,-332030,-1,26570567093,-2842365750
20170327,3,3,보통사람,281529,26302,2017-03-23,557,2252,-72.2,OLD,189136800,8.8,-68.2,20167902,-56494,0,2216598123,-490773400
20170327,4,4,히든 피겨스,157628,18345,2017-03-23,424,1289,-61.7,OLD,135567800,6.3,-56.7,20167363,-24011,0,1284764033,-218765400
20170327,5,5,콩: 스컬 아일랜드,1678304,4034,2017-03-08,337,632,-84.8,OLD,29674400,1.4,-83.5,20168183,-20432,0,13906826483,-165573200
20170327,6,6,밤의 해변에서 혼자,23675,3466,2017-03-23,133,314,-40.1,OLD,25026300,1.2,-30.2,20179442,-1498,3,187576500,-16785400
20170327,7,7,로건,2159085,3334,2017-03-01,222,332,-53.1,OLD,25127100,1.2,-46.6,20161827,-2909,1,18312786923,-28482100
20170327,8,8,골드,21477,2005,2017-03-22,163,317,-54,OLD,13034800,0.6,-40.8,20170221,-1382,4,166376500,-15320200
20170327,9,9,미스 슬로운,3266,1848,2017-03-29,9,9,100,NEW,15556000,0.7,100,20167364,1848,0,26546000,15556000
20170327,10,10,아우토반,19616,1564,2017-03-22,135,338,-64.2,OLD,11449500,0.5,-58.7,20168742,-2226,1,155627000,-20576500
20170328,1,1,프리즌,1483233,108066,2017-03-23,977,4555,-18,OLD,809719450,41.8,-17.8,20162181,-23433,0,12167197573,-177373850
20170328,2,2,미녀와 야수,3259880,73783,2017-03-16,974,4327,-9.3,OLD,570227800,29.4,-9.4,20164721,-7650,0,27140794893,-58705600
20170328,3,3,보통사람,305612,24083,2017-03-23,567,2225,-8.1,OLD,173810700,9.0,-8.4,20167902,-2219,0,2390408823,-15326100
20170328,4,4,히든 피겨스,175991,18363,2017-03-23,447,1297,-0.1,OLD,135417700,7.0,0.1,20167363,18,0,1420181733,-150100
20170328,5,5,콩: 스컬 아일랜드,1681972,3668,2017-03-08,346,627,-10.2,OLD,26634300,1.4,-9.1,20168183,-366,0,13933460783,-3040100
20170328,6,6,밤의 해변에서 혼자,27316,3641,2017-03-23,128,305,3,OLD,25777200,1.3,5,20179442,175,0,213353700,750900
20170328,7,7,로건,2162180,3095,2017-03-01,217,321,-8.5,OLD,23002800,1.2,-7.2,20161827,-239,0,18335789723,-2124300
20170328,8,8,패트리어트 데이,7252,2092,2017-04-06,31,31,151.7,OLD,16736000,0.9,151.7,20171781,1261,5,59672000,10088000
20170328,9,9,아우토반,21510,1894,2017-03-22,141,338,25.1,OLD,14320000,0.7,21.1,20168742,330,1,169947000,2870500
20170328,10,10,라라랜드,3477020,1740,2016-12-07,86,114,16.7,OLD,12669500,0.7,17.4,20167904,258,1,29047096133,1813300
20170329,1,1,프리즌,1619570,136337,2017-03-23,785,3363,-0.1,OLD,808985100,27.2,26.2,20162181,28271,0,12976182673,-734350
20170329,2,2,미녀와 야수,3382393,122513,2017-03-16,758,2900,22.7,OLD,699627100,23.5,66,20164721,48730,0,27840421993,129399300
20170329,3,3,공각기동대 : 고스트 인 더 쉘,115801,114618,2017-03-29,763,3784,9344.6,OLD,749148100,25.2,14557,20163194,113836,14,761090100,741216100
20170329,4,4,원라인,63221,53333,2017-03-29,613,2376,100,NEW,305148800,10.3,100,20151230,53333,0,387492800,305148800
20170329,5,5,히든 피겨스,196427,20436,2017-03-23,356,713,-10.6,OLD,121064400,4.1,11.3,20167363,2073,-1,1541246133,-14353300
20170329,6,6,보통사람,321291,15679,2017-03-23,437,893,-45.1,OLD,95416800,3.2,-34.9,20167902,-8404,-3,2485825623,-78393900
20170329,7,7,데스노트: 더 뉴 월드,5513,4947,2017-03-29,309,564,2239.8,OLD,30307000,1.0,2916.5,20167005,4783,32,34905300,29011700
20170329,8,8,미스 슬로운,6905,3474,2017-03-29,102,255,1955.1,OLD,20345100,0.7,2005.5,20167364,3309,30,47881100,19355100
20170329,9,9,밤의 해변에서 혼자,30610,3294,2017-03-23,82,204,-20.2,OLD,20564400,0.7,-9.5,20179442,-347,-3,233918100,-5212800
20170329,10,10,라라랜드,3478269,1249,2016-12-07,52,57,-35.4,OLD,8181000,0.3,-28.2,20167904,-491,0,29055277133,-4488500
20170330,1,1,프리즌,1700909,81339,2017-03-23,771,3383,-24.6,OLD,609911900,28.1,-40.3,20162181,-54998,0,13586094573,-199073200
20170330,2,2,미녀와 야수,3445348,62955,2017-03-16,740,2953,-31.9,OLD,476170800,22.0,-48.6,20164721,-59558,0,28316592793,-223456300
20170330,3,3,공각기동대 : 고스트 인 더 쉘,177399,61598,2017-03-29,752,3755,-34.4,OLD,491421600,22.7,-46.3,20163194,-53020,0,1252511700,-257726500
20170330,4,4,원라인,93754,30533,2017-03-29,594,2309,-26.9,OLD,222913700,10.3,-42.8,20151230,-22800,0,610406500,-82235100
20170330,5,5,히든 피겨스,208809,12382,2017-03-23,324,679,-24,OLD,91961000,4.2,-39.4,20167363,-8054,0,1633207133,-29103400
20170330,6,6,보통사람,329602,8311,2017-03-23,393,780,-39,OLD,58168900,2.7,-47,20167902,-7368,0,2543994523,-37247900
20170330,7,7,데스노트: 더 뉴 월드,9072,3559,2017-03-29,297,527,-10.6,OLD,27082100,1.2,-28.1,20167005,-1388,0,61987400,-3224900
20170330,8,8,미스 슬로운,9661,2756,2017-03-29,102,273,-1.5,OLD,20044800,0.9,-20.7,20167364,-718,0,67925900,-300300
20170330,9,9,어느날,2448,2431,2017-04-05,7,12,100,NEW,17048000,0.8,100,20167901,2431,0,17167000,17048000
20170330,10,10,시간위의 집,4374,2182,2017-04-05,11,11,288.1,OLD,17456000,0.8,277.5,20161923,1604,9,32766000,12958000
20170331,1,1,프리즌,1812250,111341,2017-03-23,820,3611,53.3,OLD,934868387,28.1,36.9,20162181,30002,0,14520962960,324956487
20170331,2,2,미녀와 야수,3551403,106055,2017-03-16,811,3237,84.7,OLD,879491663,26.5,68.5,20164721,43100,0,29196084456,403320863
20170331,3,3,공각기동대 : 고스트 인 더 쉘,262747,85348,2017-03-29,761,3841,51.8,OLD,746064666,22.4,38.6,20163194,23750,0,1998576366,254643066
20170331,4,4,원라인,135452,41698,2017-03-29,589,2228,50.7,OLD,336022913,10.1,36.6,20151230,11165,0,946429413,113109213
20170331,5,5,히든 피겨스,227518,18709,2017-03-23,351,739,66.1,OLD,152744900,4.6,51.1,20167363,6327,0,1785952033,60783900
20170331,6,6,보통사람,339510,9908,2017-03-23,391,755,33.9,OLD,77861500,2.3,19.2,20167902,1597,0,2621856023,19692600
20170331,7,7,미스 슬로운,13147,3486,2017-03-29,104,268,42.5,OLD,28563800,0.9,26.5,20167364,730,1,96489700,8519000
20170331,8,8,데스노트: 더 뉴 월드,12530,3458,2017-03-29,290,496,5.3,OLD,28512434,0.9,-2.8,20167005,-101,-1,90499834,1430334
20170331,9,9,밤의 해변에서 혼자,35097,2433,2017-03-23,71,167,31,OLD,19476100,0.6,18.5,20179442,379,2,268263300,4607000
20170331,10,10,분노,5539,1705,2017-03-30,96,146,16.4,OLD,13750566,0.4,8.3,20164926,130,2,44307066,1933066
20170401,1,1,미녀와 야수,3857717,306314,2017-03-16,1105,4370,190.3,OLD,2553235820,33.8,188.8,20164721,200259,1,31749320276,1673744157
