date,rnum,rank,movieNm,audiAcc,audiCnt,openDt,scrnCnt,showCnt,salesChange,rankOldAndNew,salesAmt,salesShare,audiChange,movieCd,audiInten,rankInten,salesAcc,salesInten
20170101,1,1,마스터,5440922,505602,2016-12-21,1243,5715,-4.1,OLD,4395114100,46.2,-6,20161725,-32182,0,44179755165,-188384150
20170101,2,2,로그 원: 스타워즈 스토리,769938,173451,2016-12-28,810,3335,-17.9,OLD,1612424700,17.0,-18.8,20163183,-40093,0,6739961794,-351990650
20170101,3,3,씽,1178327,115152,2016-12-21,721,1755,-11.1,OLD,943975500,9.9,-13.9,20162025,-18516,0,9147833289,-118258900
20170101,4,4,판도라,4401833,87969,2016-12-07,576,1476,-4.6,OLD,736915900,7.8,-7.2,20144641,-6796,1,34692314064,-35315100
20170101,5,5,라라랜드,2472637,87529,2016-12-07,590,1578,-17.4,OLD,770889600,8.1,-19.4,20167904,-21007,-1,20767028832,-162044100
20170101,6,6,너의 이름은.,74181,37418,2017-01-04,275,342,10.8,OLD,325811500,3.4,9.5,20161872,3245,0,640998500,31854500
20170101,7,7,루돌프와 많이있어,119420,29910,2016-12-28,372,581,-8.9,OLD,243890000,2.6,-12,20162727,-4074,0,926773600,-23742600
20170101,8,8,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,238452,19405,2016-12-22,300,422,-17,OLD,154931400,1.6,-19.5,20162183,-4703,0,1821568800,-31745800
20170101,9,9,"당신, 거기 있어줄래요",1143445,18630,2016-12-14,261,572,-15.5,OLD,166222000,1.7,-18.1,20152371,-4126,0,9165307248,-30383700
20170101,10,10,극장판 도라에몽: 신 진구의 버스 오브 재팬,62699,3552,2016-12-21,97,107,-19.8,OLD,28628400,0.3,-21.7,20165285,-985,1,482548500,-7085700
20170102,1,1,마스터,5623862,182940,2016-12-21,1159,5375,-68.1,OLD,1401258500,41.9,-63.8,20161725,-322662,0,45581013665,-2993855600
20170102,2,2,씽,1248992,70665,2016-12-21,647,1718,-46,OLD,510172500,15.2,-38.6,20162025,-44487,1,9658005789,-433803000
20170102,3,3,로그 원: 스타워즈 스토리,819845,49907,2016-12-28,756,3163,-74.1,OLD,417096300,12.5,-71.2,20163183,-123544,-1,7157058094,-1195328400
20170102,4,4,라라랜드,2518411,45774,2016-12-07,556,1654,-53.8,OLD,356192200,10.6,-47.7,20167904,-41755,1,21123221032,-414697400
20170102,5,5,판도라,4439905,38072,2016-12-07,540,1495,-61.5,OLD,283473300,8.5,-56.7,20144641,-49897,-1,34975787364,-453442600
20170102,6,6,루돌프와 많이있어,138483,19063,2016-12-28,340,533,-44.1,OLD,136419000,4.1,-36.3,20162727,-10847,1,1063192600,-107471000
20170102,7,7,"당신, 거기 있어줄래요",1153578,10133,2016-12-14,305,616,-53.1,OLD,77880200,2.3,-45.6,20152371,-8497,2,9243187448,-88341800
20170102,8,8,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,247608,9156,2016-12-22,246,353,-58.7,OLD,64021400,1.9,-52.8,20162183,-10249,0,1885590200,-90910000
20170102,9,9,해리가 샐리를 만났을 때,16098,1507,1989-11-18,76,130,-30.2,OLD,11575000,0.3,-20.1,19890291,-378,4,125812200,-5005900
20170102,10,10,"나, 다니엘 블레이크",57298,1361,2016-12-08,39,60,-44.5,OLD,10006000,0.3,-34.7,20161763,-724,1,454890100,-8031800
20170103,1,1,마스터,5759562,135700,2016-12-21,1171,5328,-26.1,OLD,1035677100,36.9,-25.8,20161725,-47240,0,46616690765,-365581400
20170103,2,2,씽,1319765,70773,2016-12-21,681,1762,-1.7,OLD,501522100,17.9,0.2,20162025,108,0,10159527889,-8650400
20170103,3,3,라라랜드,2559496,41085,2016-12-07,567,1638,-10.9,OLD,317474800,11.3,-10.2,20167904,-4689,1,21440695832,-38717400
20170103,4,4,로그 원: 스타워즈 스토리,855330,35485,2016-12-28,759,3002,-29.6,OLD,293678300,10.5,-28.9,20163183,-14422,-1,7450736394,-123418000
20170103,5,5,판도라,4467510,27605,2016-12-07,538,1463,-27.5,OLD,205442000,7.3,-27.5,20144641,-10467,0,35181229364,-78031300
20170103,6,6,루돌프와 많이있어,158860,20377,2016-12-28,361,554,5.2,OLD,143517700,5.1,6.9,20162727,1314,0,1206710300,7098700
20170103,7,7,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,256687,9079,2016-12-22,244,348,-1.6,OLD,63022700,2.2,-0.8,20162183,-77,1,1948612900,-998700
20170103,8,8,"당신, 거기 있어줄래요",1162529,8951,2016-12-14,306,614,-13.8,OLD,67144600,2.4,-11.7,20152371,-1182,-1,9310332048,-10735600
20170103,9,9,"나, 다니엘 블레이크",60389,3091,2016-12-08,65,91,110.9,OLD,21098300,0.8,127.1,20161763,1730,1,475988400,11092300
20170103,10,10,7년-그들이 없는 언론,2473,2051,2017-01-12,10,10,100,NEW,16408000,0.6,100,20163014,2051,0,19488000,16408000
20170104,1,1,너의 이름은.,212267,138028,2017-01-04,555,2176,100,NEW,1032712400,24.8,100,20161872,138028,0,1674169900,1032712400
20170104,2,2,마스터,5861777,102215,2016-12-21,870,3547,-24.3,OLD,783759300,18.8,-24.7,20161725,-33485,-1,47400450065,-251917800
20170104,3,3,패신저스,85445,85044,2017-01-04,524,2225,100,NEW,652157500,15.7,100,20161084,85044,0,655365500,652157500
20170104,4,4,사랑하기 때문에,63618,44941,2017-01-04,496,1942,1688.9,OLD,334212300,8.0,2228.5,20150966,43011,7,490275100,315529500
20170104,5,5,씽,1363989,44224,2016-12-21,533,1113,-37.5,OLD,313220000,7.5,-37.5,20162025,-26549,-3,10472747889,-188302100
20170104,6,6,눈의 여왕 3: 눈과 불의 마법대결,36987,34965,2017-01-04,458,825,100,NEW,239802400,5.8,100,20165153,34965,0,255303400,239802400
20170104,7,7,라라랜드,2584953,25457,2016-12-07,385,920,-36.6,OLD,201287700,4.8,-38,20167904,-15628,-4,21641983532,-116187100
20170104,8,8,여교사,23013,19575,2017-01-04,371,910,1049.7,OLD,152788900,3.7,1073.6,20151181,17907,4,180671400,139499400
20170104,9,9,로그 원: 스타워즈 스토리,872433,17103,2016-12-28,482,1278,-47.3,OLD,154758800,3.7,-51.8,20163183,-18382,-5,7605495194,-138919500
20170104,10,10,판도라,4480130,12620,2016-12-07,335,685,-54.8,OLD,92821100,2.2,-54.3,20144641,-14985,-5,35274050464,-112620900
20170105,1,1,너의 이름은.,344730,132463,2017-01-04,780,2771,-2.8,OLD,1003477000,26.5,-4,20161872,-5565,0,2677646900,-29235400
20170105,2,2,마스터,5953930,92153,2016-12-21,854,3318,-9.6,OLD,708836100,18.7,-9.8,20161725,-10062,0,48109286165,-74923200
20170105,3,3,패신저스,153374,67929,2017-01-04,530,2193,-19.9,OLD,522148500,13.8,-20.1,20161084,-17115,0,1177514000,-130009000
20170105,4,4,씽,1405727,41738,2016-12-21,553,1127,-6.2,OLD,293819600,7.8,-5.6,20162025,-2486,1,10766567489,-19400400
20170105,5,5,사랑하기 때문에,99973,36355,2017-01-04,495,1848,-19.6,OLD,268551700,7.1,-19.1,20150966,-8586,-1,758826800,-65660600
20170105,6,6,눈의 여왕 3: 눈과 불의 마법대결,71471,34484,2017-01-04,478,878,-0.5,OLD,238594000,6.3,-1.4,20165153,-481,0,493897400,-1208400
20170105,7,7,라라랜드,2609012,24059,2016-12-07,388,917,-5.8,OLD,189576400,5.0,-5.5,20167904,-1398,0,21831559932,-11711300
20170105,8,8,여교사,39526,16513,2017-01-04,381,884,-15.6,OLD,128918100,3.4,-15.6,20151181,-3062,0,309589500,-23870800
20170105,9,9,로그 원: 스타워즈 스토리,887893,15460,2016-12-28,458,1149,-8.2,OLD,142000900,3.7,-9.6,20163183,-1643,0,7747496094,-12757900
20170105,10,10,판도라,4491611,11481,2016-12-07,322,642,-8.6,OLD,84874600,2.2,-9,20144641,-1139,0,35358925064,-7946500
20170106,1,1,너의 이름은.,514132,169402,2017-01-04,907,3320,42.5,OLD,1430176183,30.7,27.9,20161872,36939,0,4107823083,426699183
20170106,2,2,마스터,6059071,105141,2016-12-21,870,3258,27.9,OLD,906471400,19.4,14.1,20161725,12988,0,49015757565,197635300
20170106,3,3,패신저스,226081,72707,2017-01-04,567,2243,19.4,OLD,623237647,13.4,7,20161084,4778,0,1800751647,101089147
20170106,4,4,씽,1446146,40419,2016-12-21,566,1196,6,OLD,311574600,6.7,-3.2,20162025,-1319,0,11078142089,17755000
20170106,5,5,사랑하기 때문에,134465,34492,2017-01-04,507,1789,5.3,OLD,282776370,6.1,-5.1,20150966,-1863,0,1041603170,14224670
20170106,6,6,눈의 여왕 3: 눈과 불의 마법대결,104687,33216,2017-01-04,498,956,5.4,OLD,251587600,5.4,-3.7,20165153,-1268,0,745485000,12993600
20170106,7,7,라라랜드,2637552,28540,2016-12-07,390,922,32.4,OLD,250921653,5.4,18.6,20167904,4481,0,22082481585,61345253
20170106,8,8,로그 원: 스타워즈 스토리,906525,18632,2016-12-28,444,1056,34.8,OLD,191462300,4.1,20.5,20163183,3172,1,7938958394,49461400
20170106,9,9,여교사,54473,14947,2017-01-04,382,849,0,OLD,128854930,2.8,-9.5,20151181,-1566,-1,438444430,-63170
20170106,10,10,판도라,4503061,11450,2016-12-07,310,598,10.8,OLD,94003800,2.0,-0.3,20144641,-31,0,35452928864,9129200
20170107,1,1,너의 이름은.,849457,335325,2017-01-04,933,4061,97.8,OLD,2828380459,30.7,97.9,20161872,165923,0,6936203542,1398204276
20170107,2,2,마스터,6295273,236202,2016-12-21,883,3312,124.5,OLD,2035409200,22.1,124.7,20161725,131061,0,51051166765,1128937800
20170107,3,3,패신저스,374583,148502,2017-01-04,603,2360,103.5,OLD,1268189171,13.8,104.2,20161084,75795,0,3068940818,644951524
20170107,4,4,씽,1520832,74686,2016-12-21,573,1309,92.9,OLD,601160900,6.5,84.8,20162025,34267,0,11679302989,289586300
20170107,5,5,눈의 여왕 3: 눈과 불의 마법대결,174566,69879,2017-01-04,526,1176,117.7,OLD,547675400,5.9,110.4,20165153,36663,1,1293160400,296087800
20170107,6,6,사랑하기 때문에,192311,57846,2017-01-04,534,1596,68.6,OLD,476635370,5.2,67.7,20150966,23354,-1,1518238540,193859000
20170107,7,7,라라랜드,2686281,48729,2016-12-07,373,886,72.5,OLD,432717029,4.7,70.7,20167904,20189,0,22515198614,181795376
20170107,8,8,로그 원: 스타워즈 스토리,945375,38850,2016-12-28,433,937,113,OLD,407776700,4.4,108.5,20163183,20218,0,8346735094,216314400
20170107,9,9,판도라,4524718,21657,2016-12-07,304,555,88.6,OLD,177307500,1.9,89.1,20144641,10207,1,35630236364,83303700
20170107,10,10,여교사,72923,18450,2017-01-04,393,730,25.2,OLD,161276530,1.8,23.4,20151181,3503,-1,599720960,32421600
20170108,1,1,너의 이름은.,1182465,333008,2017-01-04,947,4101,-0.7,OLD,2809088900,32.5,-0.7,20161872,-2317,0,9745292442,-19291559
20170108,2,2,마스터,6516078,220805,2016-12-21,865,3183,-6.5,OLD,1902552600,22.0,-6.5,20161725,-15397,0,52953719365,-132856600
20170108,3,3,패신저스,504393,129810,2017-01-04,608,2272,-12.7,OLD,1107502600,12.8,-12.6,20161084,-18692,0,4176443418,-160686571
20170108,4,4,씽,1589069,68237,2016-12-21,575,1274,-7.9,OLD,553849300,6.4,-8.6,20162025,-6449,0,12233152289,-47311600
20170108,5,5,눈의 여왕 3: 눈과 불의 마법대결,242171,67605,2017-01-04,524,1163,-2.2,OLD,535436000,6.2,-3.3,20165153,-2274,0,1828596400,-12239400
20170108,6,6,사랑하기 때문에,246167,53856,2017-01-04,542,1533,-5.5,OLD,450612400,5.2,-6.9,20150966,-3990,0,1968850940,-26022970
20170108,7,7,라라랜드,2728939,42658,2016-12-07,387,889,-12.8,OLD,377343100,4.4,-12.5,20167904,-6071,0,22892541714,-55373929
20170108,8,8,로그 원: 스타워즈 스토리,979079,33704,2016-12-28,422,888,-15.1,OLD,346352500,4.0,-13.2,20163183,-5146,0,8693087594,-61424200
20170108,9,9,판도라,4545689,20971,2016-12-07,297,539,-3,OLD,172051100,2.0,-3.2,20144641,-686,0,35802287464,-5256400
20170108,10,10,여교사,86439,13516,2017-01-04,379,666,-26.4,OLD,118774800,1.4,-26.7,20151181,-4934,0,718495760,-42501730
20170109,1,1,너의 이름은.,1337246,154781,2017-01-04,801,3882,-58.1,OLD,1178187800,41.2,-53.5,20161872,-178227,0,10923480242,-1630901100
20170109,2,2,마스터,6581354,65276,2016-12-21,781,2971,-73.8,OLD,499034500,17.4,-70.4,20161725,-155529,0,53452753865,-1403518100
20170109,3,3,패신저스,541385,36992,2017-01-04,549,2192,-74.3,OLD,284265400,9.9,-71.5,20161084,-92818,0,4460708818,-823237200
20170109,4,4,씽,1610371,21302,2016-12-21,494,1137,-72.6,OLD,151838200,5.3,-68.8,20162025,-46935,0,12384990489,-402011100
20170109,5,5,라라랜드,2750149,21210,2016-12-07,401,920,-55.6,OLD,167658900,5.9,-50.3,20167904,-21448,2,23060200614,-209684200
20170109,6,6,사랑하기 때문에,266444,20277,2017-01-04,494,1530,-66.6,OLD,150380500,5.3,-62.3,20150966,-33579,0,2119231440,-300231900
20170109,7,7,눈의 여왕 3: 눈과 불의 마법대결,259495,17324,2017-01-04,433,949,-77.5,OLD,120724000,4.2,-74.4,20165153,-50281,-2,1949320400,-414712000
20170109,8,8,로그 원: 스타워즈 스토리,988897,9818,2016-12-28,406,873,-73.8,OLD,90907800,3.2,-70.9,20163183,-23886,0,8783995394,-255444700
20170109,9,9,여교사,94604,8165,2017-01-04,369,750,-46.6,OLD,63408000,2.2,-39.6,20151181,-5351,1,781903760,-55366800
20170109,10,10,판도라,4552371,6682,2016-12-07,295,539,-71.5,OLD,49099800,1.7,-68.1,20144641,-14289,-1,35851387264,-122951300
20170110,1,1,너의 이름은.,1488014,150768,2017-01-04,805,3900,-3.1,OLD,1141832500,38.4,-2.6,20161872,-4013,0,12065312742,-36355300
20170110,2,2,마스터,6643929,62575,2016-12-21,813,2956,-5.3,OLD,472477800,15.9,-4.1,20161725,-2701,0,53925231665,-26556700
20170110,3,3,패신저스,574480,33095,2017-01-04,550,2140,-11.2,OLD,252569600,8.5,-10.5,20161084,-3897,0,4713278418,-31695800
20170110,4,4,라라랜드,2777309,27160,2016-12-07,403,927,26.4,OLD,211839700,7.1,28.1,20167904,5950,1,23272040314,44180800
20170110,5,5,씽,1635533,25162,2016-12-21,500,1142,16.6,OLD,177040800,5.9,18.1,20162025,3860,-1,12562031289,25202600
20170110,6,6,눈의 여왕 3: 눈과 불의 마법대결,281338,21843,2017-01-04,460,967,23.6,OLD,149170200,5.0,26.1,20165153,4519,1,2098490600,28446200
20170110,7,7,사랑하기 때문에,286888,20444,2017-01-04,498,1501,-0.6,OLD,149426000,5.0,0.8,20150966,167,-1,2268657440,-954500
20170110,8,8,로그 원: 스타워즈 스토리,999518,10621,2016-12-28,399,854,10.3,OLD,100255100,3.4,8.2,20163183,803,0,8884250494,9347300
20170110,9,9,여교사,102934,8330,2017-01-04,375,739,1.2,OLD,64188500,2.2,2,20151181,165,0,846092260,780500
20170110,10,10,판도라,4559241,6870,2016-12-07,294,533,2.1,OLD,50113000,1.7,2.8,20144641,188,0,35901500264,1013200
20170111,1,1,너의 이름은.,1628364,140350,2017-01-04,740,3782,-6.9,OLD,1062600700,33.4,-6.9,20161872,-10418,0,13127913442,-79231800
20170111,2,2,어쌔신 크리드,61857,60843,2017-01-11,540,2382,100,NEW,464929400,14.6,100,20164421,60843,0,475010400,464929400
20170111,3,3,마스터,6698517,54588,2016-12-21,653,2302,-12.1,OLD,415251100,13.0,-12.8,20161725,-7987,-1,54340482765,-57226700
20170111,4,4,얼라이드,47724,43776,2017-01-11,488,2096,100,NEW,330131300,10.4,100,20168381,43776,0,364026300,330131300
20170111,5,5,라라랜드,2799297,21988,2016-12-07,309,673,-19.1,OLD,171456300,5.4,-19,20167904,-5172,-1,23443496614,-40383400
20170111,6,6,씽,1654742,19209,2016-12-21,381,771,-25.9,OLD,131201200,4.1,-23.7,20162025,-5953,-1,12693232489,-45839600
20170111,7,7,패신저스,591953,17473,2017-01-04,436,1343,-47.4,OLD,132942900,4.2,-47.2,20161084,-15622,-4,4846221318,-119626700
20170111,8,8,눈의 여왕 3: 눈과 불의 마법대결,296708,15370,2017-01-04,361,700,-31.6,OLD,102046800,3.2,-29.6,20165153,-6473,-2,2200537400,-47123400
20170111,9,9,사랑하기 때문에,295877,8989,2017-01-04,324,688,-57,OLD,64180000,2.0,-56,20150966,-11455,-2,2332837440,-85246000
20170111,10,10,반지의 제왕 : 반지원정대 (확장판),5852,5099,2017-01-11,69,143,638.6,OLD,66408900,2.1,577.2,20168324,4346,10,75400400,57417400
20170112,1,1,너의 이름은.,1749842,121478,2017-01-04,714,3356,-13.2,OLD,921887800,29.0,-13.4,20161872,-18872,0,14049801242,-140712900
20170112,2,2,모아나,89880,84797,2017-01-12,756,3141,1873.7,OLD,612702800,19.3,2079.3,20165443,80906,10,653458800,581658800
20170112,3,3,마스터,6744643,46126,2016-12-21,566,1824,-16.2,OLD,347972100,11.0,-15.5,20161725,-8462,0,54688454865,-67279000
20170112,4,4,얼라이드,91236,43512,2017-01-11,496,1975,-0.6,OLD,328213200,10.3,-0.6,20168381,-264,0,692239500,-1918100
20170112,5,5,어쌔신 크리드,103267,41410,2017-01-11,557,2227,-32,OLD,315927100,10.0,-31.9,20164421,-19433,-3,790937500,-149002300
20170112,6,6,라라랜드,2816682,17385,2016-12-07,262,502,-20.9,OLD,135602300,4.3,-20.9,20167904,-4603,-1,23579098914,-35854000
20170112,7,7,패신저스,603046,11093,2017-01-04,397,892,-36.6,OLD,84264900,2.7,-36.5,20161084,-6380,0,4930486218,-48678000
20170112,8,8,씽,1664013,9271,2016-12-21,279,417,-51.7,OLD,63429900,2.0,-51.7,20162025,-9938,-2,12756662389,-67771300
20170112,9,9,눈의 여왕 3: 눈과 불의 마법대결,305784,9076,2017-01-04,296,430,-42.4,OLD,58752400,1.9,-40.9,20165153,-6294,-1,2259289800,-43294400
20170112,10,10,사랑하기 때문에,302618,6741,2017-01-04,250,458,-23,OLD,49425300,1.6,-25,20150966,-2248,-1,2382262740,-14754700
20170113,1,1,너의 이름은.,1898838,148996,2017-01-04,759,3585,35.2,OLD,1246387707,31.9,22.7,20161872,27518,0,15296188949,324499907
20170113,2,2,모아나,174270,84390,2017-01-12,795,3204,10,OLD,674187693,17.2,-0.5,20165443,-407,0,1327646493,61484893
20170113,3,3,마스터,6797360,52717,2016-12-21,576,1909,30.1,OLD,452878300,11.6,14.3,20161725,6591,0,55141333165,104906200
20170113,4,4,얼라이드,142681,51445,2017-01-11,528,2004,34.3,OLD,440754449,11.3,18.2,20168381,7933,0,1132993949,112541249
20170113,5,5,어쌔신 크리드,146417,43150,2017-01-11,560,2206,16.9,OLD,369226751,9.4,4.2,20164421,1740,0,1160164251,53299651
20170113,6,6,라라랜드,2838507,21825,2016-12-07,305,596,40.3,OLD,190298607,4.9,25.5,20167904,4440,0,23769397521,54696307
20170113,7,7,패신저스,615798,12752,2017-01-04,394,856,27.7,OLD,107583000,2.7,15,20161084,1659,0,5038069218,23318100
20170113,8,8,씽,1672721,8708,2016-12-21,273,424,3.5,OLD,65655300,1.7,-6.1,20162025,-563,0,12822317689,2225400
20170113,9,9,눈의 여왕 3: 눈과 불의 마법대결,313647,7863,2017-01-04,300,430,-6.3,OLD,55050000,1.4,-13.4,20165153,-1213,0,2314339800,-3702400
20170113,10,10,사랑하기 때문에,309051,6433,2017-01-04,261,463,1.3,OLD,50090200,1.3,-4.6,20150966,-308,0,2432352940,664900
20170114,1,1,너의 이름은.,2191085,292247,2017-01-04,845,4049,97.6,OLD,2462539601,29.2,96.1,20161872,143251,0,17758728550,1216151894
20170114,2,2,모아나,418008,243738,2017-01-12,912,3600,195.8,OLD,1994310699,23.7,188.8,20165443,159348,0,3321957192,1320123006
20170114,3,3,마스터,6917812,120452,2016-12-21,647,1999,129.1,OLD,1037767200,12.3,128.5,20161725,67735,0,56179100365,584888900
20170114,4,4,얼라이드,244322,101641,2017-01-11,540,1924,99.4,OLD,878948030,10.4,97.6,20168381,50196,0,2011941979,438193581
20170114,5,5,어쌔신 크리드,233165,86748,2017-01-11,566,2085,100.2,OLD,739370170,8.8,101,20164421,43598,0,1899534421,370143419
20170114,6,6,라라랜드,2883810,45303,2016-12-07,360,729,109.5,OLD,398593901,4.7,107.6,20167904,23478,0,24167991422,208295294
20170114,7,7,패신저스,637506,21708,2017-01-04,368,717,71.3,OLD,184278200,2.2,70.2,20161084,8956,0,5222347418,76695200
20170114,8,8,씽,1691962,19241,2016-12-21,286,463,133.6,OLD,153400000,1.8,121,20162025,10533,0,12975717689,87744700
20170114,9,9,눈의 여왕 3: 눈과 불의 마법대결,330326,16679,2017-01-04,311,484,134.4,OLD,129026400,1.5,112.1,20165153,8816,0,2443366200,73976400
20170114,10,10,사랑하기 때문에,319865,10814,2017-01-04,248,432,73.6,OLD,86948300,1.0,68.1,20150966,4381,0,2519301240,36858100
20170115,1,1,너의 이름은.,2489365,298280,2017-01-04,842,3983,0.4,OLD,2472059900,30.5,2.1,20161872,6033,0,20230788450,9520299
20170115,2,2,모아나,673220,255212,2017-01-12,953,3569,4.8,OLD,2089628500,25.8,4.7,20165443,11474,0,5411585692,95317801
20170115,3,3,마스터,7028694,110882,2016-12-21,634,1932,-7.8,OLD,956852300,11.8,-7.9,20161725,-9570,0,57135952665,-80914900
20170115,4,4,얼라이드,337889,93567,2017-01-11,546,1898,-7.8,OLD,810222400,10.0,-7.9,20168381,-8074,0,2822164379,-68725630
20170115,5,5,어쌔신 크리드,305232,72067,2017-01-11,551,1944,-17.4,OLD,610980500,7.5,-16.9,20164421,-14681,0,2510514921,-128389670
20170115,6,6,라라랜드,2924098,40288,2016-12-07,358,733,-10.9,OLD,355169700,4.4,-11.1,20167904,-5015,0,24523161122,-43424201
20170115,7,7,씽,1710055,18093,2016-12-21,280,456,-4.5,OLD,146446500,1.8,-6,20162025,-1148,1,13122164189,-6953500
20170115,8,8,패신저스,654883,17377,2017-01-04,355,673,-20.4,OLD,146595900,1.8,-20,20161084,-4331,-1,5368943318,-37682300
20170115,9,9,눈의 여왕 3: 눈과 불의 마법대결,346092,15766,2017-01-04,307,470,-4.1,OLD,123683000,1.5,-5.5,20165153,-913,0,2567049200,-5343400
20170115,10,10,사랑하기 때문에,329548,9683,2017-01-04,238,401,-10.9,OLD,77488500,1.0,-10.5,20150966,-1131,0,2596789740,-9459800
20170116,1,1,너의 이름은.,2586931,97566,2017-01-04,759,3685,-70,OLD,740590900,31.1,-67.3,20161872,-200714,0,20971379350,-1731469000
20170116,2,2,모아나,737870,64650,2017-01-12,780,3071,-77.4,OLD,471774900,19.8,-74.7,20165443,-190562,0,5883360592,-1617853600
20170116,3,3,마스터,7065670,36976,2016-12-21,564,1830,-70.5,OLD,282345100,11.9,-66.7,20161725,-73906,0,57418297765,-674507200
20170116,4,4,얼라이드,374737,36848,2017-01-11,521,1971,-65.3,OLD,280917000,11.8,-60.6,20168381,-56719,0,3103081379,-529305400
20170116,5,5,어쌔신 크리드,325423,20191,2017-01-11,546,1885,-74.8,OLD,154042400,6.5,-72,20164421,-51876,0,2664557321,-456938100
20170116,6,6,라라랜드,2941356,17258,2016-12-07,347,740,-62.2,OLD,134242400,5.6,-57.2,20167904,-23030,0,24657403522,-220927300
20170116,7,7,패신저스,660661,5778,2017-01-04,345,668,-70.4,OLD,43373100,1.8,-66.7,20161084,-11599,1,5412316418,-103222800
20170116,8,8,사랑하기 때문에,333981,4433,2017-01-04,235,424,-59.6,OLD,31321600,1.3,-54.2,20150966,-5250,2,2628111340,-46166900
20170116,9,9,씽,1714486,4431,2016-12-21,254,382,-78.6,OLD,31280800,1.3,-75.5,20162025,-13662,-2,13153444989,-115165700
20170116,10,10,눈의 여왕 3: 눈과 불의 마법대결,349054,2962,2017-01-04,256,345,-84,OLD,19781500,0.8,-81.2,20165153,-12804,-1,2586830700,-103901500
20170117,1,1,너의 이름은.,2680231,93300,2017-01-04,788,3687,-5.4,OLD,700870000,28.3,-4.4,20161872,-4266,0,21672249350,-39720900
20170117,2,2,모아나,814491,76621,2017-01-12,802,3067,16.1,OLD,547783700,22.1,18.5,20165443,11971,0,6431144292,76008800
20170117,3,3,마스터,7101618,35948,2016-12-21,574,1845,-3.9,OLD,271255000,11.0,-2.8,20161725,-1028,0,57689552765,-11090100
20170117,4,4,얼라이드,409243,34506,2017-01-11,520,1951,-6.5,OLD,262659400,10.6,-6.4,20168381,-2342,0,3365740779,-18257600
20170117,5,5,라라랜드,2959333,17977,2016-12-07,357,740,3.9,OLD,139514200,5.6,4.2,20167904,719,1,24796917722,5271800
20170117,6,6,어쌔신 크리드,342419,16996,2017-01-11,523,1800,-15.6,OLD,129960600,5.3,-15.8,20164421,-3195,-1,2794517921,-24081800
20170117,7,7,씽,1720876,6390,2016-12-21,260,389,39.1,OLD,43509100,1.8,44.2,20162025,1959,2,13196954089,12228300
20170117,8,8,패신저스,666285,5624,2017-01-04,333,655,-3.6,OLD,41818000,1.7,-2.7,20161084,-154,-1,5454134418,-1555100
20170117,9,9,눈의 여왕 3: 눈과 불의 마법대결,354327,5273,2017-01-04,277,374,70,OLD,33634500,1.4,78,20165153,2311,1,2620465200,13853000
20170117,10,10,사랑하기 때문에,338588,4607,2017-01-04,248,428,1.2,OLD,31703700,1.3,3.9,20150966,174,-2,2659815040,382100
20170118,1,1,더 킹,302978,288966,2017-01-18,1125,5364,5057.3,OLD,2197763200,45.7,7320.8,20151229,285072,10,2332147200,2155148200
20170118,2,2,공조,166451,151845,2017-01-18,900,4126,13060.9,OLD,1145130100,23.8,13530.6,20151228,150731,19,1271631400,1136429100
20170118,3,3,너의 이름은.,2738299,58068,2017-01-04,573,2060,-37.9,OLD,435316300,9.1,-37.8,20161872,-35232,-2,22107565650,-265553700
20170118,4,4,터닝메카드W: 블랙미러의 부활,51883,50159,2017-01-18,500,1249,20784.7,OLD,334154700,7.0,24979.5,20163845,49959,35,347570700,332554700
20170118,5,5,모아나,862566,48075,2017-01-12,593,1380,-38.6,OLD,336296600,7.0,-37.3,20165443,-28546,-3,6767440892,-211487100
20170118,6,6,얼라이드,418161,8918,2017-01-11,334,657,-74.2,OLD,67761300,1.4,-74.2,20168381,-25588,-2,3433502079,-194898100
20170118,7,7,라라랜드,2968166,8833,2016-12-07,225,392,-50.9,OLD,68492700,1.4,-50.9,20167904,-9144,-2,24865410422,-71021500
20170118,8,8,마스터,7107550,5932,2016-12-21,285,501,-83.5,OLD,44755700,0.9,-83.5,20161725,-30016,-5,57734308465,-226499300
20170118,9,9,반지의 제왕 : 두개의 탑 (확장판),4071,3237,2017-01-18,53,87,312.2,OLD,41878600,0.9,288.1,20168664,2403,15,52038600,31718600
20170118,10,10,눈의 여왕 3: 눈과 불의 마법대결,356670,2343,2017-01-04,62,67,-62.1,OLD,12757600,0.3,-55.6,20165153,-2930,-1,2633222800,-20876900
20170119,1,1,더 킹,541017,238039,2017-01-18,1147,5395,-17.6,OLD,1810239800,43.2,-17.6,20151229,-50927,0,4142387000,-387523400
20170119,2,2,공조,308020,141569,2017-01-18,918,4157,-7.1,OLD,1063411600,25.4,-6.8,20151228,-10276,0,2335043000,-81718500
20170119,3,3,너의 이름은.,2791679,53380,2017-01-04,601,2067,-8,OLD,400685000,9.6,-8.1,20161872,-4688,0,22508250650,-34631300
20170119,4,4,모아나,915567,53001,2017-01-12,605,1401,9,OLD,366566500,8.8,10.2,20165443,4926,1,7134007392,30269900
